block,method_id,group,display_name,episode_idx,episode_seed,epsilon,success,final_coverage,episode_reward,episode_length,repeat_visit_ratio,timeout_flag,done_reason,random_action_count,greedy_action_count,random_action_ratio,accessible_block_count,total_accessible_unknown_area,total_frontier_cluster_count,mean_block_area,local_frontier_coverage,local_frontier_block_area_mean,value_total_block_count_before_cap,value_packed_block_count,value_truncated_block_count,value_block_cap_hit_flag,value_total_entry_count_before_cap,value_packed_entry_count,value_truncated_entry_count,value_entry_cap_hit_block_count,value_entry_cap_hit_flag,value_max_frontier_clusters_per_block,value_mean_frontier_clusters_per_block,info_reward_sum,step_penalty_sum,recent_revisit_penalty_sum,turn_penalty_sum,timeout_penalty_sum,terminal_bonus_sum,delta_empty_sum,delta_obstacle_sum,empty_info_gain_sum,obstacle_info_gain_sum,weighted_obstacle_info_gain_sum,weighted_info_gain_sum,empty_info_reward_sum,obstacle_info_reward_sum,obstacle_info_contribution_ratio,recent_revisit_trigger_count,stall_trigger_count,zero_info_step_count,turn_ge_90_count,turn_135_count,turn_180_count,turn_penalty_weight_sum,checkpoint_path
train_seed_block,A,A,full_method_main,1,20259323,0.04,1,0.9536,169.72388375176297,275,0.07971014492753623,0.0,coverage_reached,7,268,0.025454545454545455,6.283636569976807,465.52728271484375,12.960000038146973,97.71009063720703,0.028233354911208153,0.3377920091152191,6.283636569976807,6.283636569976807,0.0,0.0,12.960000038146973,12.461817741394043,0.4981818199157715,0.18545454740524292,0.18545454740524292,4.985454559326172,2.531649351119995,156.97388375176396,-5.499999999999971,-0.5,-1.2500000000000007,0.0,20.0,1529.0,309.0,48.6695815975016,9.835775483079136,1.9671550966158262,50.63673669411743,150.875702952255,6.098180799509067,0.03884837817450341,5.0,94.0,131.0,53.0,12.0,5.0,24.999999999999993,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
train_seed_block,A,A,full_method_main,2,20259324,0.04,1,0.954,164.25339669479595,162,0.03680981595092025,0.0,coverage_reached,11,151,0.06790123456790123,3.839506149291992,502.09259033203125,10.592592239379883,142.84774780273438,0.03345371037721634,0.6323980689048767,3.839506149291992,3.839506149291992,0.0,0.0,10.592592239379883,10.592592239379883,0.0,0.0,0.0,4.969135761260986,2.9316134452819824,149.06006336146257,-3.2400000000000024,-0.6,-0.9666666666666675,0.0,20.0,1446.0,323.0,46.02760954217612,10.281409323736442,2.0562818647472896,48.083891406923414,142.6855895807461,6.374473780716596,0.042764464451211445,6.0,0.0,19.0,41.0,11.0,3.0,19.33333333333333,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
train_seed_block,A,A,full_method_main,3,20259325,0.04,1,0.9503,157.03310207193897,440,0.3242630385487528,0.0,coverage_reached,15,425,0.03409090909090909,3.2704546451568604,395.3409118652344,8.590909004211426,125.1899642944336,0.015836941078305244,0.47155845165252686,3.2704546451568604,3.2704546451568604,0.0,0.0,8.590909004211426,8.590909004211426,0.0,0.0,0.0,4.138636589050293,2.6583333015441895,151.5664354052738,-8.799999999999901,-2.400000000000001,-3.3333333333333295,0.0,20.0,1472.0,320.0,46.855215246254,10.18591635788131,2.0371832715762594,48.89239851783024,145.2511672633875,6.3152681418864125,0.04166666666666667,24.0,257.0,282.0,137.0,35.0,14.0,66.66666666666669,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
train_seed_block,A,A,full_method_main,4,20259326,0.04,1,0.9526,153.9852203683941,437,0.2694063926940639,0.0,coverage_reached,21,416,0.04805491990846682,5.256292819976807,597.5675048828125,12.768878936767578,132.19825744628906,0.020875168964266777,0.2286558449268341,5.256292819976807,5.256292819976807,0.0,0.0,12.768878936767578,12.764302253723145,0.004576658830046654,0.004576658830046654,0.004576658830046654,6.2356977462768555,2.743320941925049,151.4085537017264,-8.739999999999903,-4.799999999999999,-3.8833333333333284,0.0,20.0,1466.0,342.0,46.66422931454372,10.886198107485649,2.1772396214971277,48.841468936040854,144.6591108750854,6.749442826641104,0.04457768508863407,48.0,191.0,261.0,151.0,46.0,18.0,77.66666666666659,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
train_seed_block,A,A,full_method_main,5,20259327,0.04,1,0.9513,161.56381737050714,274,0.11272727272727273,0.0,coverage_reached,7,267,0.025547445255474453,3.4452555179595947,496.2372131347656,7.233576774597168,149.08653259277344,0.02580399438738823,0.4555886685848236,3.4452555179595947,3.4452555179595947,0.0,0.0,7.233576774597168,7.233576774597168,0.0,0.0,0.0,4.098540306091309,2.1830902099609375,149.27715070383982,-5.479999999999971,-0.6,-1.6333333333333337,0.0,20.0,1445.0,339.0,45.99577855355775,10.790705141630509,2.158141028326101,48.15391958188388,142.58691351602906,6.690237187810917,0.044817556848228475,6.0,69.0,112.0,70.0,20.0,4.0,32.66666666666665,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
train_seed_block,A,A,full_method_main,6,20259328,0.04,1,0.9508,162.93526959519636,412,0.14285714285714285,0.0,coverage_reached,10,402,0.024271844660194174,5.327670097351074,402.63592529296875,14.67475700378418,95.79534912109375,0.02041366696357727,0.22818756103515625,5.327670097351074,5.327670097351074,0.0,0.0,14.67475700378418,14.631068229675293,0.04368932172656059,0.02669902890920639,0.02669902890920639,5.201456546783447,2.9437434673309326,156.12526959519795,-8.239999999999913,-2.3000000000000007,-2.649999999999998,0.0,20.0,1512.0,351.0,48.128454790989146,11.172677005051067,2.23453540101021,50.36299019199938,149.1982098520663,6.927059743131663,0.04436860068259394,23.0,166.0,245.0,99.0,32.0,14.0,53.00000000000001,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
train_seed_block,A,A,full_method_main,7,20259329,0.04,1,0.9517,166.56695006148732,206,0.05314009661835749,0.0,coverage_reached,10,196,0.04854368932038835,5.868932247161865,458.25244140625,14.650485038757324,118.95877838134766,0.033705390989780426,0.49566346406936646,5.868932247161865,5.868932247161865,0.0,0.0,14.650485038757324,13.436893463134766,1.213592290878296,0.2864077687263489,0.2864077687263489,7.495145797729492,3.3242697715759277,152.7702833948208,-4.12,-0.8999999999999999,-1.183333333333334,0.0,20.0,1473.0,376.0,46.88704623487238,11.968451720510535,2.3936903441021062,49.2807365789745,145.34984332810444,7.420440066716535,0.04857253584808165,9.0,24.0,46.0,51.0,10.0,5.0,23.666666666666657,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
train_seed_block,A,A,full_method_main,8,20259330,0.04,1,0.9553,171.20746695425424,237,0.09243697478991597,0.0,coverage_reached,10,227,0.04219409282700422,6.485231876373291,425.3122253417969,16.206750869750977,80.32284545898438,0.037678077816963196,0.5329784750938416,6.485231876373291,6.485231876373291,0.0,0.0,16.206750869750977,15.270042419433594,0.9367088675498962,0.3670886158943176,0.3670886158943176,8.008439064025879,3.0182743072509766,158.19746695425437,-4.739999999999987,-0.7999999999999999,-1.4500000000000004,0.0,20.0,1530.0,366.0,48.70141258612001,11.650141834326744,2.3300283668653496,51.031440952985314,150.974379016972,7.223087937282583,0.045658682634730545,8.0,24.0,64.0,62.0,13.0,6.0,28.99999999999999,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
train_seed_block,A,A,full_method_main,9,20259331,0.04,0,0.7767,83.31717980166759,600,0.4891846921797005,1.0,max_episode_steps,32,568,0.05333333333333334,3.761666774749756,693.2333374023438,6.255000114440918,189.67156982421875,0.01383975800126791,0.48914626240730286,3.761666774749756,3.761666774749756,0.0,0.0,6.255000114440918,6.255000114440918,0.0,0.0,0.0,3.2733333110809326,1.694750189781189,115.98384646833239,-11.999999999999833,-6.399999999999993,-6.266666666666653,-8.0,0.0,1121.0,272.0,35.68253824120293,8.65802890419911,1.731605780839821,37.41414402204279,110.61586854772912,5.36797792060345,0.04628211672622089,64.0,433.0,479.0,222.0,78.0,38.0,125.33333333333336,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
train_seed_block,A,A,full_method_main,10,20259332,0.04,1,0.953,170.23527183175102,314,0.17142857142857143,0.0,coverage_reached,13,301,0.041401273885350316,2.0764331817626953,512.9808959960938,8.426751136779785,320.18902587890625,0.023332901298999786,0.5023465752601624,2.0764331817626953,2.0764331817626953,0.0,0.0,8.426751136779785,8.372611045837402,0.0541401281952858,0.04458598792552948,0.04458598792552948,6.356688022613525,4.973005294799805,160.34860516508456,-6.279999999999954,-1.8000000000000005,-2.0333333333333337,0.0,20.0,1557.0,340.0,49.56084927881619,10.822536130248885,2.1645072260497766,51.72535650486598,153.63863276433034,6.709972400754309,0.04184615384615383,18.0,116.0,155.0,82.0,20.0,10.0,40.66666666666667,C:\Users\Dk\Desktop\SCI\DRL_PF\checkpoint_store\full_method_main\A_full_method.pt
