method_label,method_id,method_name,run_stage,checkpoint_used,checkpoint_path,checkpoint_env_steps,checkpoint_train_episode_idx,episode_index,seed,episode_seed,episode_reward,episode_length,final_coverage,success,repeat_visit_ratio,done_reason,timeout_flag,zero_info_step_count,stall_trigger_count,recent_revisit_trigger_count,turn_ge_90_count,turn_135_count,turn_180_count,accessible_block_count,delta_empty_sum,delta_obstacle_sum,empty_info_gain_sum,empty_info_reward_sum,info_reward_sum,local_frontier_block_area_mean,local_frontier_coverage,mean_block_area,obstacle_info_contribution_ratio,obstacle_info_gain_sum,obstacle_info_reward_sum,recent_revisit_penalty_sum,semantic_viz,step_penalty_sum,terminal_bonus_sum,timeout_penalty_sum,total_accessible_unknown_area,total_frontier_cluster_count,turn_penalty_sum,turn_penalty_weight_sum,value_block_cap_hit_flag,value_entry_cap_hit_block_count,value_entry_cap_hit_flag,value_max_frontier_clusters_per_block,value_mean_frontier_clusters_per_block,value_packed_block_count,value_packed_entry_count,value_total_block_count_before_cap,value_total_entry_count_before_cap,value_truncated_block_count,value_truncated_entry_count,weighted_info_gain_sum,weighted_obstacle_info_gain_sum
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,30,20261353,20261353,-34.77805476928877,600,0.5072,0,0.8985024958402662,max_episode_steps,1.0,542.0,535.0,540.0,560.0,2.0,539.0,,826.0,168.0,26.29239659878111,81.50642945622144,84.82194523071183,,,,0.03908794788273617,5.347606087887683,3.3155157744903647,-64.79999999999943,,-11.999999999999833,0.0,-10.0,,,-32.799999999999734,546.6666666666666,,,,,,0.0,0.0,,,,,27.36191781635864,1.0695212175775373
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,31,20261354,20261354,-80.96175431781428,600,0.3212,0,0.913477537437604,max_episode_steps,1.0,561.0,551.0,549.0,573.0,2.0,549.0,,387.0,111.0,12.318592595312698,38.18763704546937,40.37824568218622,,,,0.054252199413489716,3.5332397366400743,2.190608636716847,-65.87999999999947,,-11.999999999999833,0.0,-10.0,,,-33.45999999999976,557.6666666666666,,,,,,0.0,0.0,,,,,13.025240542640717,0.7066479473280154
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,32,20261355,20261355,-87.82627285222928,600,0.3092,0,0.956738768718802,max_episode_steps,1.0,575.0,568.0,575.0,578.0,0.0,575.0,,372.0,52.0,11.841127766037014,36.707496074714754,37.733727147771276,,,,0.02719665271966526,1.655211408155711,1.0262310730565412,-68.99999999999959,,-11.999999999999833,0.0,-10.0,,,-34.559999999999796,576.0,,,,,,0.0,0.0,,,,,12.172170047668159,0.33104228163114235
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,33,20261356,20261356,24.7495270776888,600,0.8456,0,0.8219633943427621,max_episode_steps,1.0,499.0,487.0,494.0,531.0,1.0,494.0,,1337.0,228.0,42.5580317827728,131.92989852659574,136.42952707768976,,,,0.03298133950527991,7.257465404990425,4.499628551094066,-59.279999999999504,,-11.999999999999833,0.0,-10.0,,,-30.399999999999736,506.6666666666667,,,,,,0.0,0.0,,,,,44.009524863770906,1.4514930809980853
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,34,20261357,20261357,-88.27343925721021,600,0.3221,0,0.9351081530782029,max_episode_steps,1.0,565.0,555.0,562.0,582.0,0.0,562.0,,342.0,78.0,10.88619810748564,33.74721413320549,35.2865607427903,,,,0.043624161073825496,2.4828171122335663,1.5393466095848114,-67.43999999999953,,-11.999999999999833,0.0,-10.0,,,-34.119999999999784,568.6666666666666,,,,,,0.0,0.0,,,,,11.38276152993235,0.4965634224467135
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,35,20261358,20261358,33.96583721334902,600,0.855,0,0.762063227953411,max_episode_steps,1.0,488.0,471.0,458.0,512.0,12.0,457.0,,1363.0,263.0,43.3856374868507,134.49547620923715,139.68583721335,,,,0.0371573890929641,8.371550006633694,5.1903610041128925,-54.959999999999596,,-11.999999999999833,0.0,-10.0,,,-28.75999999999977,479.33333333333337,,,,,,0.0,0.0,,,,,45.0599474881774,1.6743100013267391
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,36,20261359,20261359,-76.40343254755064,600,0.4042,0,0.9450915141430949,max_episode_steps,1.0,569.0,562.0,568.0,574.0,0.0,568.0,,471.0,75.0,14.992395639256547,46.47642648169529,47.95656745244991,,,,0.030864197530864185,2.3873241463784294,1.4801409707546265,-68.15999999999956,,-11.999999999999833,0.0,-10.0,,,-34.19999999999978,570.0,,,,,,0.0,0.0,,,,,15.469860468532225,0.477464829275686
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,37,20261360,20261360,-97.90035802958737,600,0.2679,0,0.9767054908485857,max_episode_steps,1.0,587.0,580.0,587.0,591.0,0.0,587.0,,298.0,22.0,9.485634608276962,29.405467285658585,29.839641970413275,,,,0.014550264550264551,0.7002817496043395,0.43417468475469057,-70.43999999999964,,-11.999999999999833,0.0,-10.0,,,-35.29999999999983,588.3333333333333,,,,,,0.0,0.0,,,,,9.62569095819783,0.1400563499208679
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,38,20261361,20261361,0.08771534746532339,600,0.6102,0,0.8585690515806988,max_episode_steps,1.0,529.0,512.0,516.0,422.0,264.0,2.0,,952.0,196.0,30.30310116469687,93.93961361056029,97.80771534746572,,,,0.039548022598870074,6.238873769202299,3.868101736905426,-61.91999999999945,,-11.999999999999833,0.0,-10.0,,,-13.799999999999866,229.99999999999957,,,,,,0.0,0.0,,,,,31.550875918537333,1.2477747538404595
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,39,20261362,20261362,8.94892888576478,600,0.884,0,0.8602329450915142,max_episode_steps,1.0,518.0,511.0,517.0,543.0,1.0,517.0,,1227.0,176.0,39.05662303475111,121.0755314077285,124.54892888576596,,,,0.027887814926319122,5.602253996834717,3.473397478037525,-62.039999999999445,,-11.999999999999833,0.0,-10.0,,,-31.55999999999971,526.0,,,,,,0.0,0.0,,,,,40.177073834118055,1.1204507993669437
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,40,20261363,20261363,2.3688088045969806,600,0.664,0,0.8519134775374376,max_episode_steps,1.0,530.0,514.0,512.0,544.0,350.0,0.0,,1022.0,144.0,32.5312703679834,100.84693814074856,103.68880880459744,,,,0.027407689379520372,4.583662361046585,2.841870663848884,-61.43999999999946,,-11.999999999999833,0.0,-10.0,,,-17.87999999999978,297.9999999999999,,,,,,0.0,0.0,,,,,33.448002840192714,0.9167324722093175
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,41,20261364,20261364,-57.7969747314762,600,0.4377,0,0.9334442595673876,max_episode_steps,1.0,562.0,555.0,561.0,570.0,0.0,561.0,,644.0,92.0,20.49915667023611,63.54738567773201,65.3630252685243,,,,0.027777777777777755,2.928450952890874,1.8156395907923417,-67.31999999999952,,-11.999999999999833,0.0,-10.0,,,-33.83999999999977,564.0,,,,,,0.0,0.0,,,,,21.084846860814295,0.585690190578175
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,42,20261365,20261365,-68.4486939797774,600,0.4019,0,0.9284525790349417,max_episode_steps,1.0,565.0,553.0,558.0,571.0,3.0,558.0,,532.0,92.0,16.934085944977667,52.49566642943077,54.31130602022311,,,,0.03343023255813951,2.9284509528908726,1.8156395907923413,-66.95999999999951,,-11.999999999999833,0.0,-10.0,,,-33.79999999999977,563.3333333333333,,,,,,0.0,0.0,,,,,17.519776135555844,0.5856901905781747
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,43,20261366,20261366,-16.68841950853537,600,0.6502,0,0.8901830282861897,max_episode_steps,1.0,535.0,528.0,535.0,555.0,1.0,534.0,,997.0,183.0,31.735495652523934,98.38003652282418,101.99158049146544,,,,0.03541021671826627,5.825070917163369,3.61154396864129,-64.1999999999994,,-11.999999999999833,0.0,-10.0,,,-32.47999999999972,541.3333333333333,,,,,,0.0,0.0,,,,,32.9005098359566,1.1650141834326735
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,44,20261367,20261367,-26.907676610723378,600,0.6064,0,0.9001663893510815,max_episode_steps,1.0,541.0,533.0,541.0,569.0,0.0,540.0,,913.0,147.0,29.061692608580085,90.09124708659829,92.99232338927732,,,,0.031196943972835317,4.679155326901721,2.901076302679069,-64.91999999999943,,-11.999999999999833,0.0,-10.0,,,-32.97999999999974,549.6666666666667,,,,,,0.0,0.0,,,,,29.997523673960444,0.9358310653803448
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,45,20261368,20261368,20.241549157084936,600,0.8567,0,0.8119800332778702,max_episode_steps,1.0,499.0,483.0,488.0,534.0,3.0,488.0,,1278.0,251.0,40.68000345428843,126.10801070829424,131.0615491570863,,,,0.03779551272398734,7.989578143213142,4.953538448792151,-58.55999999999952,,-11.999999999999833,0.0,-10.0,,,-30.25999999999974,504.33333333333337,,,,,,0.0,0.0,,,,,42.277919082931064,1.5979156286426295
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,46,20261369,20261369,-51.363645871248465,600,0.4214,0,0.9334442595673876,max_episode_steps,1.0,565.0,558.0,561.0,573.0,375.0,0.0,,562.0,74.0,17.88901560352903,55.45594837094001,56.91635412875124,,,,0.025658807212205263,2.35549315776005,1.460405757811231,-67.31999999999952,,-11.999999999999833,0.0,-10.0,,,-18.959999999999756,316.0000000000001,,,,,,0.0,0.0,,,,,18.360114235081042,0.4710986315520102
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,47,20261370,20261370,-92.61702245970076,600,0.2968,0,0.9667221297836939,max_episode_steps,1.0,581.0,573.0,581.0,586.0,0.0,581.0,,336.0,46.0,10.695212175775367,33.15515774490365,34.062977540299805,,,,0.02665121668597914,1.4642254764454372,0.9078197953961712,-69.71999999999962,,-11.999999999999833,0.0,-10.0,,,-34.959999999999816,582.6666666666666,,,,,,0.0,0.0,,,,,10.988057271064454,0.2928450952890875
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,48,20261371,20261371,-33.255671685779326,600,0.5855,0,0.8818635607321131,max_episode_steps,1.0,532.0,523.0,530.0,555.0,2.0,529.0,,827.0,154.0,26.324227587399484,81.60510552093842,84.64432831422127,,,,0.03590580554907904,4.9019722472303755,3.0392227932828337,-63.59999999999941,,-11.999999999999833,0.0,-10.0,,,-32.29999999999971,538.3333333333333,,,,,,0.0,0.0,,,,,27.30462203684556,0.9803944494460757
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,49,20261372,20261372,-72.22072947849244,600,0.3076,0,0.956738768718802,max_episode_steps,1.0,579.0,571.0,575.0,487.0,289.0,1.0,,335.0,65.0,10.663381187156991,33.05648168018667,34.33927052150734,,,,0.037356321839080456,2.0690142601946393,1.2827888413206765,-68.99999999999959,,-11.999999999999833,0.0,-10.0,,,-15.559999999999823,259.333333333333,,,,,,0.0,0.0,,,,,11.077184039195913,0.4138028520389279
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,50,20261373,20261373,-86.64983890026713,600,0.3562,0,0.961730449251248,max_episode_steps,1.0,579.0,572.0,578.0,582.0,1.0,578.0,,389.0,56.0,12.382254572549458,38.384989174903325,39.49016109973345,,,,0.027986006996501743,1.7825353626292275,1.1051719248301213,-69.3599999999996,,-11.999999999999833,0.0,-10.0,,,-34.77999999999981,579.6666666666666,,,,,,0.0,0.0,,,,,12.738761645075304,0.35650707252584557
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,51,20261374,20261374,-86.94085329479515,600,0.3311,0,0.9284525790349417,max_episode_steps,1.0,561.0,551.0,558.0,571.0,4.0,558.0,,344.0,96.0,10.949860084722397,33.94456626263947,35.83914670520535,,,,0.05286343612334796,3.0557749073643885,1.8945804425659216,-66.95999999999951,,-11.999999999999833,0.0,-10.0,,,-33.81999999999977,563.6666666666666,,,,,,0.0,0.0,,,,,11.561015066195276,0.6111549814728782
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,52,20261375,20261375,-76.4974662615507,600,0.3864,0,0.9550748752079867,max_episode_steps,1.0,574.0,567.0,574.0,583.0,0.0,574.0,,482.0,73.0,15.342536514058713,47.56186319358201,49.00253373844984,,,,0.02939991945227546,2.323662169141671,1.4406705448678363,-68.87999999999958,,-11.999999999999833,0.0,-10.0,,,-34.6199999999998,577.0,,,,,,0.0,0.0,,,,,15.807268947887048,0.46473243382833446
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,53,20261376,20261376,-85.69592900256903,600,0.3092,0,0.956738768718802,max_episode_steps,1.0,575.0,568.0,575.0,586.0,0.0,573.0,,391.0,69.0,12.445916549786219,38.58234130433728,39.944070997431524,,,,0.03409090909090908,2.196338214668155,1.3617296930942564,-68.99999999999959,,-11.999999999999833,0.0,-10.0,,,-34.6399999999998,577.3333333333333,,,,,,0.0,0.0,,,,,12.88518419271985,0.4392676429336311
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,54,20261377,20261377,-120.86803311909587,600,0.1627,0,0.9883527454242929,max_episode_steps,1.0,594.0,587.0,594.0,594.0,0.0,594.0,,78.0,18.0,2.482817112233567,7.6967330479240585,8.05196688090517,,,,0.04411764705882353,0.5729577951308232,0.35523383298111044,-71.27999999999967,,-11.999999999999833,0.0,-10.0,,,-35.63999999999984,594.0,,,,,,0.0,0.0,,,,,2.597408671259732,0.11459155902616466
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,55,20261378,20261378,-80.55430597132411,600,0.3568,0,0.9633943427620633,max_episode_steps,1.0,579.0,572.0,579.0,585.0,0.0,579.0,,455.0,45.0,14.483099821362478,44.897609446223676,45.78569402867646,,,,0.019396551724137928,1.4323944878270578,0.8880845824527759,-69.4799999999996,,-11.999999999999833,0.0,-10.0,,,-34.85999999999981,581.0,,,,,,0.0,0.0,,,,,14.76957871892789,0.2864788975654116
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,56,20261379,20261379,-92.9081606705308,600,0.2989,0,0.9484193011647255,max_episode_steps,1.0,571.0,564.0,570.0,581.0,0.0,570.0,,308.0,77.0,9.803944494460758,30.39222793282834,31.911839329469743,,,,0.0476190476190476,2.4509861236151873,1.5196113966414164,-68.39999999999957,,-11.999999999999833,0.0,-10.0,,,-34.419999999999796,573.6666666666667,,,,,,0.0,0.0,,,,,10.294141719183791,0.4901972247230377
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,57,20261380,20261380,5.703334048670833,600,0.7323,0,0.8369384359400999,max_episode_steps,1.0,505.0,494.0,503.0,539.0,2.0,503.0,,1159.0,235.0,36.89211580870134,114.36555900697422,119.00333404867193,,,,0.03897180762852403,7.480282325319077,4.637775041697831,-60.35999999999948,,-11.999999999999833,0.0,-10.0,,,-30.939999999999724,515.6666666666667,,,,,,0.0,0.0,,,,,38.38817227376515,1.4960564650638164
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,58,20261381,20261381,-97.8313552696628,600,0.2616,0,0.9700499168053245,max_episode_steps,1.0,584.0,576.0,583.0,586.0,0.0,583.0,,288.0,38.0,9.167324722093174,28.41870663848884,29.168644730337842,,,,0.025710419485791603,1.2095775674984046,0.7499380918490108,-69.95999999999962,,-11.999999999999833,0.0,-10.0,,,-35.039999999999814,584.0,,,,,,0.0,0.0,,,,,9.409240235592854,0.24191551349968096
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,59,20261382,20261382,-96.97373835317222,600,0.2645,0,0.9633943427620633,max_episode_steps,1.0,580.0,573.0,579.0,584.0,0.0,579.0,,285.0,62.0,9.071831756238037,28.122678444337915,29.3462616468284,,,,0.04169468728984531,1.9735212943395022,1.2235832024904911,-69.4799999999996,,-11.999999999999833,0.0,-10.0,,,-34.83999999999981,580.6666666666666,,,,,,0.0,0.0,,,,,9.466536015105934,0.39470425886790045
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,60,20261383,20261383,-90.98854927388936,600,0.2896,0,0.9450915141430949,max_episode_steps,1.0,571.0,561.0,568.0,577.0,0.0,568.0,,321.0,89.0,10.21774734649968,31.675016774149015,33.431450726111166,,,,0.05253837072018889,2.8329579870357358,1.7564339519621568,-68.15999999999956,,-11.999999999999833,0.0,-10.0,,,-34.259999999999785,571.0,,,,,,0.0,0.0,,,,,10.784338943906826,0.5665915974071475
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,61,20261384,20261384,-68.07120087958886,600,0.424,0,0.9417637271214643,max_episode_steps,1.0,567.0,560.0,566.0,576.0,1.0,565.0,,552.0,77.0,17.57070571734525,54.46918772377026,55.98879912041169,,,,0.02714134649277405,2.4509861236151878,1.5196113966414164,-67.91999999999955,,-11.999999999999833,0.0,-10.0,,,-34.13999999999978,569.0,,,,,,0.0,0.0,,,,,18.06090294206828,0.4901972247230376
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,62,20261385,20261385,-7.449918723477735,600,0.6348,0,0.8618968386023295,max_episode_steps,1.0,524.0,512.0,518.0,546.0,345.0,3.0,,922.0,186.0,29.3481715061455,90.97933166905105,94.6500812765225,,,,0.03878231859883237,5.920563883018507,3.6707496074714747,-62.15999999999944,,-11.999999999999833,0.0,-10.0,,,-17.939999999999777,298.9999999999999,,,,,,0.0,0.0,,,,,30.53228428274921,1.1841127766037018
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,63,20261386,20261386,-2.3528694251398514,600,0.7351,0,0.8402662229617305,max_episode_steps,1.0,508.0,498.0,505.0,541.0,0.0,505.0,,1080.0,238.0,34.377467707849384,106.57014989433316,111.26713057486114,,,,0.04221355090457608,7.575775291174217,4.696980680528016,-60.599999999999476,,-11.999999999999833,0.0,-10.0,,,-31.019999999999722,517.0,,,,,,0.0,0.0,,,,,35.89262276608424,1.5151550582348432
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,64,20261387,20261387,-62.23271724898362,600,0.3554,0,0.9351081530782029,max_episode_steps,1.0,567.0,555.0,557.0,578.0,369.0,3.0,,446.0,84.0,14.196620923797068,44.009524863770906,45.66728275101609,,,,0.036300777873811564,2.673803043943841,1.6577578872451815,-66.8399999999995,,-11.999999999999833,0.0,-10.0,,,-19.059999999999754,317.6666666666668,,,,,,0.0,0.0,,,,,14.731381532585834,0.5347606087887684
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,65,20261388,20261388,-72.63294772713577,600,0.3758,0,0.9434276206322796,max_episode_steps,1.0,568.0,560.0,567.0,578.0,0.0,567.0,,506.0,87.0,16.106480240899806,49.930088746789416,51.64705227286477,,,,0.033244172716851345,2.7692960097989783,1.7169635260753666,-68.03999999999955,,-11.999999999999833,0.0,-10.0,,,-34.23999999999979,570.6666666666667,,,,,,0.0,0.0,,,,,16.660339442859602,0.5538592019597958
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,66,20261389,20261389,-54.200540779514014,600,0.4937,0,0.9151414309484193,max_episode_steps,1.0,550.0,542.0,550.0,566.0,0.0,550.0,,655.0,126.0,20.849297545038297,64.63282238961874,67.11945922048645,,,,0.03704792708027049,4.010704565915761,2.486636830867773,-65.99999999999947,,-11.999999999999833,0.0,-10.0,,,-33.31999999999975,555.3333333333333,,,,,,0.0,0.0,,,,,21.651438458221445,0.802140913183153
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,67,20261390,20261390,37.458705117273595,600,0.8825,0,0.7670549084858569,max_episode_steps,1.0,480.0,459.0,458.0,520.0,5.0,457.0,,1394.0,286.0,44.37239813402044,137.55443421546335,143.19870511727427,,,,0.039415656008820285,9.103662744856413,5.6442709018109785,-54.959999999999596,,-11.999999999999833,0.0,-10.0,,,-28.77999999999977,479.6666666666667,,,,,,0.0,0.0,,,,,46.19313068299171,1.8207325489712827
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,68,20261391,20261391,-67.38286866453208,600,0.4053,0,0.9168053244592346,max_episode_steps,1.0,561.0,544.0,551.0,562.0,1.0,547.0,,527.0,95.0,16.774931001885765,52.00228610584589,53.87713133546841,,,,0.0347985347985348,3.023943918746011,1.8748452296225273,-66.11999999999948,,-11.999999999999833,0.0,-10.0,,,-33.139999999999745,552.3333333333333,,,,,,0.0,0.0,,,,,17.37971978563497,0.6047887837492023
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,69,20261392,20261392,-43.099942587590235,600,0.5415,0,0.9234608985024958,max_episode_steps,1.0,555.0,548.0,555.0,567.0,0.0,554.0,,776.0,123.0,24.70084716786216,76.57262622037271,79.00005741241029,,,,0.030726954783912054,3.9152116000606245,2.4274311920375875,-66.5999999999995,,-11.999999999999833,0.0,-10.0,,,-33.49999999999976,558.3333333333333,,,,,,0.0,0.0,,,,,25.483889487874283,0.7830423200121251
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,70,20261393,20261393,-3.786655506535954,600,0.7226,0,0.8369384359400999,max_episode_steps,1.0,508.0,495.0,503.0,532.0,3.0,501.0,,1063.0,224.0,33.83634090133695,104.89265679414457,109.31334449346502,,,,0.04044051272792923,7.130141450516909,4.420687699320486,-60.35999999999948,,-11.999999999999833,0.0,-10.0,,,-30.73999999999973,512.3333333333334,,,,,,0.0,0.0,,,,,35.26236919144034,1.4260282901033825
C,Anew_C_local_state_ddqn,local_state_ddqn,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_C_local_state_ddqn.pt,650000,1092,71,20261394,20261394,-66.06110092739847,600,0.3234,0,0.9517470881863561,max_episode_steps,1.0,577.0,570.0,570.0,438.0,287.0,0.0,,378.0,78.0,12.032113697747288,37.299552463016596,38.83889907260141,,,,0.039634146341463415,2.482817112233567,1.5393466095848118,-68.39999999999957,,-11.999999999999833,0.0,-10.0,,,-14.49999999999985,241.66666666666617,,,,,,0.0,0.0,,,,,12.528677120194,0.4965634224467135
