source,seed_base,policy,epsilon,success_rate,coverage,reward,episode_length,repeat_visit_ratio,timeout_rate,timeout_flag,random_action_ratio
A_train_recent_from_metric_snapshot,,train_epsilon_greedy,0.04,0.8799999952316284,0.9401469230651855,155.073974609375,335.70001220703125,0.14800573885440826,0.11999999731779099,,
A_official_greedy_final_probe_seed_20261323,20261323,greedy,0.0,0.7900000214576721,0.9232640266418457,145.88092041015625,358.69000244140625,0.16313129663467407,,0.20999999344348907,0.0
A_train_seed_greedy_probe_20259323,20259323,greedy,0.0,0.7900000214576721,0.9200140237808228,145.43789672851562,344.70001220703125,0.1777966320514679,,0.20999999344348907,0.0
A_epsilon004_final_seed_probe_20261323,20261323,epsilon_greedy,0.04,0.8399999737739563,0.9449800252914429,152.8923797607422,365.3299865722656,0.16097620129585266,,0.1599999964237213,0.038270674645900726
A_epsilon004_train_seed_probe_20259323,20259323,epsilon_greedy,0.04,0.8899999856948853,0.9425100088119507,154.92478942871094,339.6099853515625,0.15772145986557007,,0.10999999940395355,0.03868209198117256
