episode_idx,episode_seed,map_fingerprint,episode_reward,episode_length,final_coverage,success,repeat_visit_ratio,done_reason,timeout_flag,weighted_info_gain_sum,policy_frontier_target_step_count,policy_fallback_step_count,accessible_block_count,total_accessible_unknown_area,total_frontier_cluster_count,mean_block_area,local_frontier_coverage,local_frontier_block_area_mean,value_total_block_count_before_cap,value_packed_block_count,value_truncated_block_count,value_block_cap_hit_flag,value_total_entry_count_before_cap,value_packed_entry_count,value_truncated_entry_count,value_entry_cap_hit_block_count,value_entry_cap_hit_flag,value_max_frontier_clusters_per_block,value_mean_frontier_clusters_per_block,info_reward_sum,step_penalty_sum,recent_revisit_penalty_sum,turn_penalty_sum,timeout_penalty_sum,terminal_bonus_sum,delta_empty_sum,delta_obstacle_sum,empty_info_gain_sum,obstacle_info_gain_sum,weighted_obstacle_info_gain_sum,empty_info_reward_sum,obstacle_info_reward_sum,obstacle_info_contribution_ratio,recent_revisit_trigger_count,stall_trigger_count,zero_info_step_count,turn_ge_90_count,turn_135_count,turn_180_count,turn_penalty_weight_sum,coverage_gain_per_step,weighted_info_gain_per_step,zero_info_rate,recent_revisit_rate,stall_rate,turn_burden_rate,timeout_rate
11,20261333,28c6707bc8456300,22.27674665133641,600,0.7235,0,0.7770382695507487,max_episode_steps,1.0,37.5366933282235,600.0,0.0,2.871666669845581,585.691650390625,4.013333320617676,208.3664093017578,0.04394179955124855,0.6932554244995117,2.871666669845581,2.871666669845581,0.0,0.0,4.013333320617676,4.013333320617676,0.0,0.0,0.0,2.123333215713501,1.4376388788223267,112.61007998467056,-11.999999999999833,-46.700000000000394,-23.633333333333535,-8.0,0.0,1114.0,261.0,35.45972132087425,8.307888029396937,2.076972007349234,106.37916396262284,6.230916022047699,0.05533177867288529,467.0,456.0,477.0,489.0,3.0,463.0,472.66666666666663,0.0012058333333333333,0.06256115554703917,0.795,0.7783333333333333,0.76,0.7877777777777777,1.0
12,20261334,b1e494e4dac4cb66,5.971486525785185,600,0.6189,0,0.848585690515807,max_episode_steps,1.0,30.04049550859525,600.0,0.0,3.9549999237060547,477.1916809082031,6.164999961853027,120.71504974365234,0.05583522841334343,0.5902497172355652,3.9549999237060547,3.9549999237060547,0.0,0.0,6.164999961853027,6.164999961853027,0.0,0.0,0.0,2.18833327293396,1.5656944513320923,90.12148652578574,-11.999999999999833,-51.000000000000455,-13.150000000000052,-8.0,0.0,898.0,183.0,28.584227779304392,5.825070917163369,1.4562677292908424,85.75268333791323,4.368803187872525,0.04847682119205295,510.0,507.0,521.0,273.0,2.0,257.0,263.0,0.0010315,0.050067492514325414,0.8683333333333333,0.85,0.845,0.43833333333333335,1.0
13,20261335,c028689047709480,159.40489495021438,199,0.9548,1,0.05,coverage_reached,0.0,48.36718720562699,199.0,0.0,2.1507537364959717,432.2361755371094,4.763819217681885,236.1595458984375,0.031290240585803986,0.8255881071090698,2.1507537364959717,2.1507537364959717,0.0,0.0,4.763819217681885,4.763819217681885,0.0,0.0,0.0,3.5628139972686768,2.525963306427002,145.10156161688096,-3.980000000000003,-0.9999999999999999,-0.7166666666666671,0.0,20.0,1434.0,342.0,45.64563767875555,10.886198107485649,2.7215495268714123,136.93691303626684,8.164648580614221,0.056268509378084794,10.0,2.0,38.0,32.0,5.0,3.0,14.333333333333337,0.004797989949748744,0.24305119198807532,0.19095477386934673,0.05025125628140704,0.010050251256281407,0.07202680067001677,0.0
14,20261336,64bc33dcf3b14ed8,-80.61779126627324,600,0.2666,0,0.9534109816971714,max_episode_steps,1.0,8.482958466798022,600.0,0.0,4.896666526794434,262.2349853515625,11.926666259765625,54.966835021972656,0.04465608671307564,0.21760094165802002,4.896666526794434,4.896666526794434,0.0,0.0,11.926666259765625,11.911666870117188,0.014999999664723873,0.013333333656191826,0.013333333656191826,5.0933332443237305,2.478083372116089,25.44887540039406,-11.999999999999833,-57.300000000000544,-28.766666666666943,-8.0,0.0,255.0,46.0,8.116902097686662,1.464225476445437,0.36605636911135925,24.350706293059986,1.098169107334078,0.043151969981238276,573.0,567.0,576.0,578.0,2.0,573.0,575.3333333333334,0.00044433333333333336,0.014138264111330038,0.96,0.955,0.945,0.9588888888888889,1.0
15,20261337,be40659ef1bfb354,-21.398046354320115,600,0.5104,0,0.8419301164725458,max_episode_steps,1.0,20.76176232633775,600.0,0.0,2.888333320617676,293.6449890136719,3.138333320617676,105.8421630859375,0.03580876812338829,0.5417701005935669,2.888333320617676,2.888333320617676,0.0,0.0,3.138333320617676,3.138333320617676,0.0,0.0,0.0,1.2100000381469727,1.1250277757644653,62.28528697901324,-11.999999999999833,-50.60000000000045,-13.083333333333385,-8.0,0.0,608.0,177.0,19.353241079974467,5.634084985453095,1.4085212463632737,58.05972323992343,4.22556373908982,0.06784208509007279,506.0,494.0,522.0,276.0,1.0,254.0,261.66666666666663,0.0008506666666666666,0.034602937210562915,0.87,0.8433333333333334,0.8233333333333334,0.43611111111111106,1.0
16,20261338,8affa52cf23405e1,62.10700749653232,600,0.9341,0,0.6772046589018302,max_episode_steps,1.0,47.85789138773294,600.0,0.0,3.3366665840148926,259.65667724609375,6.866666793823242,113.7290267944336,0.03135298565030098,0.6057772636413574,3.3366665840148926,3.3366665840148926,0.0,0.0,6.866666793823242,6.861666679382324,0.004999999888241291,0.004999999888241291,0.004999999888241291,3.7833333015441895,2.505138874053955,143.57367416319886,-11.999999999999833,-40.70000000000031,-20.76666666666683,-8.0,0.0,1414.0,358.0,45.009017906388,11.395493925379716,2.848873481344929,135.02705371916414,8.546620444034772,0.05952776854007306,407.0,393.0,438.0,431.0,5.0,405.0,415.33333333333337,0.0015568333333333335,0.07976315231288823,0.73,0.6783333333333333,0.655,0.6922222222222223,1.0
17,20261339,151ede01da86f7f0,169.27294734953884,200,0.95,1,0.004975124378109453,coverage_reached,0.0,51.33542689429085,200.0,0.0,2.319999933242798,408.385009765625,5.385000228881836,193.44000244140625,0.03304988518357277,0.4594493508338928,2.319999933242798,2.319999933242798,0.0,0.0,5.385000228881836,5.385000228881836,0.0,0.0,0.0,3.380000114440918,2.624166965484619,154.00628068287247,-4.000000000000003,0.0,-0.7333333333333338,0.0,20.0,1533.0,319.0,48.79690555197512,10.154085369262935,2.538521342315734,146.39071665592544,7.615564026947183,0.04944969772128344,0.0,27.0,39.0,36.0,8.0,0.0,14.66666666666667,0.00475,0.25667713447145424,0.195,0.0,0.135,0.07333333333333335,0.0
18,20261340,49d56252af1f590e,-8.501566305325419,600,0.5225,0,0.8569051580698835,max_episode_steps,1.0,25.377255676002704,600.0,0.0,3.0183334350585938,123.78500366210938,4.2183332443237305,41.81047439575195,0.036931220442056656,0.41774114966392517,3.0183334350585938,3.0183334350585938,0.0,0.0,4.2183332443237305,4.2183332443237305,0.0,0.0,0.0,2.140000104904175,1.4046944379806519,76.13176702800817,-11.999999999999833,-51.50000000000046,-13.133333333333386,-8.0,0.0,760.0,149.0,24.19155134996809,4.74281730413848,1.18570432603462,72.57465404990427,3.55711297810386,0.046723110693007205,515.0,504.0,522.0,271.0,1.0,258.0,262.66666666666663,0.0008708333333333333,0.04229542612667117,0.87,0.8583333333333333,0.84,0.4377777777777777,1.0
19,20261341,2ad6b909c180de39,152.49329804928146,177,0.951,1,0.028089887640449437,coverage_reached,0.0,45.7888771275383,177.0,0.0,2.3163840770721436,408.6327819824219,5.435028076171875,190.13682556152344,0.040111713111400604,0.673015296459198,2.3163840770721436,2.3163840770721436,0.0,0.0,5.435028076171875,5.435028076171875,0.0,0.0,0.0,3.4632768630981445,2.5427494049072266,137.36663138261483,-3.5400000000000027,-0.5,-0.8333333333333341,0.0,20.0,1358.0,322.0,43.226482543758735,10.249578335118063,2.5623945837795157,129.67944763127636,7.687183751338537,0.05596107055961063,5.0,0.0,26.0,39.0,3.0,4.0,16.666666666666675,0.005372881355932203,0.25869422105953843,0.14689265536723164,0.02824858757062147,0.0,0.09416195856873828,0.0
20,20261342,76cf045dbf3d43fa,-21.60647256470371,600,0.5193,0,0.8386023294509152,max_episode_steps,1.0,24.764509145098913,600.0,0.0,1.9666666984558105,633.0250244140625,3.325000047683716,327.02056884765625,0.021009070798754692,0.24962997436523438,1.9666666984558105,1.9666666984558105,0.0,0.0,3.325000047683716,3.325000047683716,0.0,0.0,0.0,2.259999990463257,1.7733333110809326,74.29352743529677,-11.999999999999833,-50.400000000000446,-25.500000000000227,-8.0,0.0,740.0,152.0,23.554931577600506,4.838310269993617,1.2095775674984042,70.6647947328016,3.6287327024952125,0.04884318766066832,504.0,508.0,525.0,522.0,0.0,504.0,510.0,0.0008655,0.041274181908498186,0.875,0.84,0.8466666666666667,0.85,1.0
21,20261343,4a05161acd99383d,34.825644011617015,600,0.8191,0,0.718801996672213,max_episode_steps,1.0,40.07521467053925,600.0,0.0,1.0766667127609253,521.9266967773438,4.864999771118164,507.54803466796875,0.02587679587304592,0.977526843547821,1.0766667127609253,1.0766667127609253,0.0,0.0,4.864999771118164,4.864999771118164,0.0,0.0,0.0,4.7866668701171875,4.667778015136719,120.22564401161775,-11.999999999999833,-43.200000000000344,-22.20000000000018,-8.0,0.0,1187.0,288.0,37.78338349001594,9.167324722093174,2.2918311805232934,113.35015047004791,6.875493541569874,0.057188244638602004,432.0,426.0,459.0,463.0,7.0,431.0,444.0,0.0013651666666666667,0.06679202445089875,0.765,0.72,0.71,0.74,1.0
22,20261344,0d6619a76783a75c,-63.945349692241685,600,0.3016,0,0.9633943427620633,max_episode_steps,1.0,9.501550102586155,600.0,0.0,1.971666693687439,267.9750061035156,6.929999828338623,137.55999755859375,0.028110357001423836,0.9112943410873413,1.971666693687439,1.971666693687439,0.0,0.0,6.929999828338623,6.929999828338623,0.0,0.0,0.0,5.958333492279053,3.5454165935516357,28.50465030775845,-11.999999999999833,-57.90000000000055,-14.550000000000072,-8.0,0.0,287.0,46.0,9.135493733474794,1.464225476445437,0.36605636911135925,27.406481200424377,1.0981691073340778,0.038525963149078725,579.0,571.0,582.0,293.0,0.0,290.0,291.0,0.0005026666666666667,0.015835916837643592,0.97,0.965,0.9516666666666667,0.485,1.0
23,20261345,c630421a0f75e41f,59.43494174856109,600,0.9287,0,0.7054908485856906,max_episode_steps,1.0,47.77831391618699,600.0,0.0,1.3083332777023315,215.10166931152344,2.5233333110809326,173.23388671875,0.010536659508943558,0.1863277107477188,1.3083332777023315,1.3083332777023315,0.0,0.0,2.5233333110809326,2.5233333110809326,0.0,0.0,0.0,2.1500000953674316,2.0019445419311523,143.334941748561,-11.999999999999833,-42.40000000000033,-21.50000000000017,-8.0,0.0,1424.0,308.0,45.327327792571786,9.803944494460758,2.4509861236151895,135.9819833777154,7.352958370845555,0.05129913391072611,424.0,415.0,444.0,449.0,5.0,418.0,430.0,0.0015478333333333334,0.07963052319364498,0.74,0.7066666666666667,0.6916666666666667,0.7166666666666667,1.0
24,20261346,3ef1cc95af045ab5,-89.58840338692501,600,0.148,0,0.9833610648918469,max_episode_steps,1.0,1.4483099821362475,600.0,0.0,2.996666669845581,182.961669921875,6.014999866485596,61.08722686767578,0.04510960355401039,0.45575231313705444,2.996666669845581,2.996666669845581,0.0,0.0,6.014999866485596,6.014999866485596,0.0,0.0,0.0,2.0216667652130127,2.0088887214660645,4.344929946408743,-11.999999999999833,-59.10000000000057,-14.83333333333341,-8.0,0.0,43.0,10.0,1.3687325105902999,0.3183098861837907,0.07957747154594767,4.1061975317709,0.238732414637843,0.054945054945054944,591.0,585.0,594.0,298.0,0.0,296.0,296.66666666666663,0.0002466666666666667,0.0024138499702270793,0.99,0.985,0.975,0.4944444444444444,1.0
25,20261347,fe974d36925ebf26,-2.1412127270098793,600,0.622,0,0.8352745424292846,max_episode_steps,1.0,31.13070686877474,600.0,0.0,2.7316665649414062,575.3350219726562,6.664999961853027,224.26930236816406,0.04241497069597244,0.5508906245231628,2.7316665649414062,2.7316665649414062,0.0,0.0,6.664999961853027,6.664999961853027,0.0,0.0,0.0,4.073333263397217,2.6177778244018555,93.3921206063242,-11.999999999999833,-50.20000000000044,-25.33333333333356,-8.0,0.0,931.0,188.0,29.634650403710907,5.984225860255264,1.496056465063816,88.90395121113274,4.488169395191446,0.0480572597137014,502.0,491.0,507.0,521.0,1.0,499.0,506.6666666666667,0.0010366666666666666,0.0518845114479579,0.845,0.8366666666666667,0.8183333333333334,0.8444444444444444,1.0
26,20261348,d22ec0b42169ba12,28.817403555333456,600,0.7301,0,0.7870216306156406,max_episode_steps,1.0,36.07246785177808,600.0,0.0,3.013333320617676,690.8900146484375,5.284999847412109,230.5612030029297,0.009705215692520142,0.12451563775539398,3.013333320617676,3.013333320617676,0.0,0.0,5.284999847412109,5.284999847412109,0.0,0.0,0.0,2.2866666316986084,1.810361385345459,108.21740355533427,-11.999999999999833,-47.3000000000004,-12.100000000000037,-8.0,0.0,1072.0,245.0,34.12281979890235,7.798592211502873,1.9496480528757183,102.3684593967071,5.848944158627149,0.054048091771453734,473.0,463.0,492.0,250.0,2.0,237.0,242.0,0.0012168333333333332,0.06012077975296346,0.82,0.7883333333333333,0.7716666666666666,0.4033333333333333,1.0
27,20261349,dc95cdf618d6d72f,-34.553914858378285,600,0.47,0,0.8585690515806988,max_episode_steps,1.0,20.920917269429648,600.0,0.0,1.0616666078567505,412.2583312988281,3.265000104904175,399.8564147949219,0.004924414213746786,0.12680208683013916,1.0616666078567505,1.0616666078567505,0.0,0.0,3.265000104904175,3.265000104904175,0.0,0.0,0.0,3.200000047683716,3.1061110496520996,62.762751808288925,-11.999999999999833,-51.60000000000046,-25.7166666666669,-8.0,0.0,618.0,157.0,19.67155096615826,4.997465213085514,1.2493663032713784,59.014652898474786,3.7480989098141313,0.059718524153670544,516.0,503.0,528.0,520.0,1.0,511.0,514.3333333333333,0.0007833333333333333,0.03486819544904941,0.88,0.86,0.8383333333333334,0.8572222222222221,1.0
28,20261350,23124f82d119ee6b,56.40987083139733,600,0.8957,0,0.6722129783693843,max_episode_steps,1.0,45.83662361046588,600.0,0.0,1.934999942779541,320.2149963378906,3.319999933242798,182.17889404296875,0.026148904114961624,0.7000612616539001,1.934999942779541,1.934999942779541,0.0,0.0,3.319999933242798,3.319999933242798,0.0,0.0,0.0,2.2850000858306885,1.8641666173934937,137.50987083139756,-11.999999999999833,-40.400000000000304,-20.70000000000016,-8.0,0.0,1353.0,348.0,43.06732760066688,11.077184039195926,2.7692960097989814,129.20198280200069,8.307888029396926,0.06041666666666657,404.0,395.0,435.0,431.0,7.0,402.0,414.0,0.0014928333333333334,0.0763943726841098,0.725,0.6733333333333333,0.6583333333333333,0.69,1.0
29,20261351,c2c28ed546605763,58.355316998905735,600,0.8794,0,0.6738768718801996,max_episode_steps,1.0,46.45732788852425,600.0,0.0,3.31166672706604,495.1600036621094,6.256666660308838,202.19091796875,0.018824640661478043,0.7500501871109009,3.31166672706604,3.31166672706604,0.0,0.0,6.256666660308838,6.256666660308838,0.0,0.0,0.0,3.9183332920074463,2.525611162185669,139.3719836655728,-11.999999999999833,-40.500000000000306,-20.516666666666826,-8.0,0.0,1388.0,286.0,44.181412202310135,9.103662744856418,2.2759156862141046,132.5442366069305,6.827747058642304,0.04898937992463166,405.0,405.0,457.0,431.0,0.0,400.0,410.33333333333337,0.0014656666666666666,0.07742887981420708,0.7616666666666667,0.675,0.675,0.683888888888889,1.0
30,20261352,833febb6e531e355,164.84402687794278,221,0.9511,1,0.02702702702702703,coverage_reached,0.0,50.221342292647535,221.0,0.0,3.5610859394073486,469.3574523925781,8.262443542480469,150.71575927734375,0.035255130380392075,0.6099351048469543,3.5610859394073486,3.5610859394073486,0.0,0.0,8.262443542480469,8.262443542480469,0.0,0.0,0.0,4.597285270690918,2.5742833614349365,150.66402687794275,-4.419999999999994,-0.5,-0.9000000000000006,0.0,20.0,1483.0,379.0,47.205356121056184,12.063944686365682,3.0159861715914205,141.61606836316855,9.047958514774235,0.060053874187925724,5.0,6.0,37.0,39.0,7.0,4.0,18.0,0.004303619909502262,0.22724589272691192,0.167420814479638,0.02262443438914027,0.027149321266968326,0.08144796380090498,0.0
31,20261353,de6d71115bb795ec,175.36168033989185,199,0.9546,1,0.04,coverage_reached,0.0,53.6750045577417,199.0,0.0,3.3919599056243896,374.5728759765625,6.296482563018799,119.74079132080078,0.03876525163650513,0.6467719078063965,3.3919599056243896,3.3919599056243896,0.0,0.0,6.296482563018799,6.296482563018799,0.0,0.0,0.0,3.708542823791504,1.9469012022018433,161.02501367322506,-3.980000000000003,-0.7999999999999999,-0.883333333333334,0.0,20.0,1585.0,405.0,50.45211696013084,12.891550390443529,3.222887597610882,151.3563508803925,9.668662792832631,0.06004447739065966,8.0,0.0,26.0,40.0,7.0,3.0,17.66666666666667,0.004796984924623116,0.2697236409936769,0.1306532663316583,0.04020100502512563,0.0,0.08877721943048579,0.0
32,20261354,5304bfa7fbced6a3,168.36177364872768,222,0.9559,1,0.02242152466367713,coverage_reached,0.0,51.3672578829092,222.0,0.0,2.855855941772461,423.8558654785156,5.144144058227539,161.57200622558594,0.029049456119537354,0.4814704954624176,2.855855941772461,2.855855941772461,0.0,0.0,5.144144058227539,5.144144058227539,0.0,0.0,0.0,2.472972869873047,1.9265016317367554,154.1017736487277,-4.439999999999993,-0.5,-0.8000000000000005,0.0,20.0,1520.0,375.0,48.38310269993622,11.936620731892159,2.9841551829730397,145.1493080998086,8.952465548919099,0.05809450038729657,5.0,12.0,41.0,37.0,3.0,4.0,16.000000000000004,0.004305855855855856,0.23138404451760902,0.18468468468468469,0.02252252252252252,0.05405405405405406,0.07207207207207209,0.0
33,20261355,e4ac162df1f9f153,-63.07809516766895,600,0.3433,0,0.9234608985024958,max_episode_steps,1.0,13.440634944110565,600.0,0.0,2.991666555404663,530.489990234375,7.076666831970215,177.90724182128906,0.016980350017547607,0.5894349217414856,2.991666555404663,2.991666555404663,0.0,0.0,7.076666831970215,7.076666831970215,0.0,0.0,0.0,3.1516666412353516,2.3788888454437256,40.32190483233169,-11.999999999999833,-55.50000000000052,-27.90000000000026,-8.0,0.0,397.0,101.0,12.636902481496493,3.2149298504562847,0.8037324626140712,37.91070744448946,2.411197387842214,0.05979869745411486,555.0,549.0,563.0,563.0,1.0,555.0,558.0,0.0005721666666666667,0.022401058240184277,0.9383333333333334,0.925,0.915,0.93,1.0
34,20261356,40f4fb64bdaa5546,-72.31257937835522,600,0.2972,0,0.9417637271214643,max_episode_steps,1.0,10.91802909610402,600.0,0.0,1.9850000143051147,344.9416809082031,6.023333549499512,174.8119354248047,0.008730159141123295,0.7831496596336365,1.9850000143051147,1.9850000143051147,0.0,0.0,6.023333549499512,6.023333549499512,0.0,0.0,0.0,5.0283331871032715,3.058333396911621,32.75408728831207,-11.999999999999833,-56.600000000000534,-28.46666666666694,-8.0,0.0,330.0,52.0,10.504226244065094,1.6552114081557112,0.4138028520389278,31.512678732195273,1.2414085561167838,0.03790087463556852,566.0,562.0,573.0,575.0,1.0,566.0,569.3333333333334,0.0004953333333333334,0.018196715160173366,0.955,0.9433333333333334,0.9366666666666666,0.948888888888889,1.0
