episode_idx,episode_seed,map_fingerprint,episode_reward,episode_length,final_coverage,success,repeat_visit_ratio,done_reason,timeout_flag,weighted_info_gain_sum,policy_frontier_target_step_count,policy_fallback_step_count,accessible_block_count,total_accessible_unknown_area,total_frontier_cluster_count,mean_block_area,local_frontier_coverage,local_frontier_block_area_mean,value_total_block_count_before_cap,value_packed_block_count,value_truncated_block_count,value_block_cap_hit_flag,value_total_entry_count_before_cap,value_packed_entry_count,value_truncated_entry_count,value_entry_cap_hit_block_count,value_entry_cap_hit_flag,value_max_frontier_clusters_per_block,value_mean_frontier_clusters_per_block,info_reward_sum,step_penalty_sum,recent_revisit_penalty_sum,turn_penalty_sum,timeout_penalty_sum,terminal_bonus_sum,delta_empty_sum,delta_obstacle_sum,empty_info_gain_sum,obstacle_info_gain_sum,weighted_obstacle_info_gain_sum,empty_info_reward_sum,obstacle_info_reward_sum,obstacle_info_contribution_ratio,recent_revisit_trigger_count,stall_trigger_count,zero_info_step_count,turn_ge_90_count,turn_135_count,turn_180_count,turn_penalty_weight_sum,coverage_gain_per_step,weighted_info_gain_per_step,zero_info_rate,recent_revisit_rate,stall_rate,turn_burden_rate,timeout_rate
35,20261357,a0e7a9d772eb1e81,159.5637212494028,200,0.9506,1,0.029850746268656716,coverage_reached,0.0,48.399018194245386,200.0,0.0,2.509999990463257,418.7099914550781,5.869999885559082,219.84523010253906,0.03434240445494652,0.6140735149383545,2.509999990463257,2.509999990463257,0.0,0.0,5.869999885559082,5.869999885559082,0.0,0.0,0.0,3.690000057220459,2.9920835494995117,145.1970545827361,-4.000000000000003,-0.6,-1.033333333333334,0.0,20.0,1434.0,346.0,45.64563767875561,11.013522061959161,2.7533805154897903,136.93691303626673,8.260141546469358,0.05688918119039783,6.0,6.0,38.0,49.0,3.0,5.0,20.666666666666664,0.004753,0.24199509097122693,0.19,0.03,0.03,0.10333333333333332,0.0
36,20261358,701a50d39da2f9e7,-10.654546636057907,600,0.5824,0,0.8519134775374376,max_episode_steps,1.0,28.87070667686981,600.0,0.0,2.940000057220459,549.9033203125,7.9666666984558105,189.9663848876953,0.038027212023735046,0.7044021487236023,2.940000057220459,2.940000057220459,0.0,0.0,7.9666666984558105,7.9666666984558105,0.0,0.0,0.0,6.0,2.7612500190734863,86.61212003060947,-11.999999999999833,-51.20000000000046,-26.066666666666904,-8.0,0.0,864.0,172.0,27.501974166279503,5.474930042361196,1.368732510590299,82.50592249883853,4.1061975317709,0.04740904079382581,512.0,508.0,516.0,536.0,4.0,512.0,521.3333333333333,0.0009706666666666667,0.048117844461449684,0.86,0.8533333333333334,0.8466666666666667,0.8688888888888887,1.0
37,20261359,ef7b31d03c0e0430,156.1460683631686,226,0.9513,1,0.013215859030837005,coverage_reached,0.0,47.20535612105616,226.0,0.0,2.8362832069396973,495.1017761230469,5.194690227508545,184.24977111816406,0.030682483687996864,0.490877240896225,2.8362832069396973,2.8362832069396973,0.0,0.0,5.194690227508545,5.194690227508545,0.0,0.0,0.0,2.8318583965301514,1.8629792928695679,141.61606836316852,-4.519999999999992,-0.2,-0.7500000000000004,0.0,20.0,1410.0,292.0,44.881693951914464,9.294648676566686,2.3236621691416715,134.6450818557435,6.97098650742501,0.04922454484153737,2.0,19.0,67.0,37.0,6.0,1.0,15.000000000000002,0.00420929203539823,0.20887325717281488,0.29646017699115046,0.008849557522123894,0.084070796460177,0.06637168141592921,0.0
38,20261360,a74a3568ec6ded39,-13.047364899720407,600,0.5158,0,0.8469217970049917,max_episode_steps,1.0,23.523100588982135,600.0,0.0,2.011666774749756,634.1716918945312,4.168333530426025,321.3450012207031,0.01607331819832325,0.08751478046178818,2.011666774749756,2.011666774749756,0.0,0.0,4.168333530426025,4.168333530426025,0.0,0.0,0.0,3.059999942779541,2.121666669845581,70.56930176694638,-11.999999999999833,-50.70000000000045,-12.916666666666718,-8.0,0.0,701.0,152.0,22.31352302148372,4.838310269993615,1.2095775674984037,66.9405690644512,3.6287327024952143,0.05142083897158321,507.0,502.0,528.0,266.0,1.0,254.0,258.3333333333333,0.0008596666666666667,0.039205167648303556,0.88,0.845,0.8366666666666667,0.4305555555555555,1.0
39,20261361,99b33951749dfcda,-19.927340636975394,600,0.5201,0,0.8818635607321131,max_episode_steps,1.0,26.6186642321195,600.0,0.0,2.0433332920074463,518.683349609375,10.736666679382324,256.49029541015625,0.019580500200390816,0.903054416179657,2.0433332920074463,2.0433332920074463,0.0,0.0,10.736666679382324,9.8100004196167,0.9266666769981384,0.9150000214576721,0.9150000214576721,8.693333625793457,5.297500133514404,79.8559926963585,-11.999999999999833,-53.00000000000048,-26.78333333333358,-8.0,0.0,799.0,149.0,25.432959906084882,4.74281730413848,1.18570432603462,76.29887971825463,3.557112978103861,0.0445440956651719,530.0,528.0,539.0,546.0,1.0,530.0,535.6666666666666,0.0008668333333333334,0.04436444038686583,0.8983333333333333,0.8833333333333333,0.88,0.8927777777777777,1.0
40,20261362,d234d6692c9f915b,-25.796238860827536,600,0.5342,0,0.9001663893510815,max_episode_steps,1.0,20.690142601946388,600.0,0.0,3.866666555404663,481.7966613769531,7.9683332443237305,128.08206176757812,0.03600906953215599,0.4108334183692932,3.866666555404663,3.866666555404663,0.0,0.0,7.9683332443237305,7.9683332443237305,0.0,0.0,0.0,3.1600000858306885,2.1448333263397217,62.07042780583918,-11.999999999999833,-54.1000000000005,-13.76666666666673,-8.0,0.0,622.0,112.0,19.798874920631775,3.565070725258454,0.8912676813146135,59.39662476189537,2.673803043943841,0.04307692307692305,541.0,535.0,545.0,283.0,1.0,271.0,275.3333333333333,0.0008903333333333334,0.03448357100324398,0.9083333333333333,0.9016666666666666,0.8916666666666667,0.45888888888888885,1.0
41,20261363,ee7a0b65643f6f72,-96.05117283724012,600,0.1916,0,0.956738768718802,max_episode_steps,1.0,3.421831276475749,600.0,0.0,2.988333225250244,285.5566711425781,4.081666469573975,95.72777557373047,0.0034164779353886843,0.43270161747932434,2.988333225250244,2.988333225250244,0.0,0.0,4.081666469573975,4.081666469573975,0.0,0.0,0.0,2.065000057220459,1.3731943368911743,10.26549382942725,-11.999999999999833,-57.50000000000055,-28.816666666666944,-8.0,0.0,95.0,50.0,3.0239439187460113,1.5915494309189533,0.3978873577297383,9.071831756238034,1.1936620731892151,0.11627906976744189,575.0,568.0,584.0,578.0,1.0,575.0,576.3333333333333,0.0003193333333333333,0.005703052127459582,0.9733333333333334,0.9583333333333334,0.9466666666666667,0.9605555555555554,1.0
42,20261364,307f2821bac19af6,58.8013963833796,600,0.8403,0,0.7304492512479202,max_episode_steps,1.0,44.77824323890475,600.0,0.0,3.7816667556762695,472.5533447265625,9.123332977294922,128.3762969970703,0.027256233617663383,0.21797828376293182,3.7816667556762695,3.7816667556762695,0.0,0.0,9.123332977294922,9.123332977294922,0.0,0.0,0.0,4.053333282470703,2.468388795852661,134.33472971671424,-11.999999999999833,-43.900000000000354,-11.633333333333365,-8.0,0.0,1332.0,299.0,42.39887683968092,9.517465596895342,2.3793663992238354,127.19663051904286,7.138099197671499,0.05313666251999281,439.0,434.0,452.0,249.0,5.0,222.0,232.66666666666666,0.0014005,0.07463040539817459,0.7533333333333333,0.7316666666666667,0.7233333333333334,0.3877777777777778,1.0
43,20261365,3f2cf76604d014f3,-62.82779097841537,600,0.2727,0,0.9517470881863561,max_episode_steps,1.0,9.612958562750478,600.0,0.0,2.986666679382324,423.4716796875,7.973333358764648,142.09429931640625,0.04621315747499466,0.629633903503418,2.986666679382324,2.986666679382324,0.0,0.0,7.973333358764648,7.973333358764648,0.0,0.0,0.0,3.986666679382324,2.676666736602783,28.83887568825144,-11.999999999999833,-57.20000000000054,-14.46666666666674,-8.0,0.0,288.0,56.0,9.16732472209317,1.7825353626292275,0.4456338406573069,27.501974166279517,1.3369015219719211,0.04635761589403974,572.0,568.0,576.0,294.0,0.0,287.0,289.3333333333333,0.0004545,0.01602159760458413,0.96,0.9533333333333334,0.9466666666666667,0.48222222222222216,1.0
44,20261366,1ec6ebff4bd82adc,164.6146606706238,219,0.9546,1,0.04090909090909091,coverage_reached,0.0,50.1815535568746,219.0,0.0,2.3196346759796143,446.9862976074219,6.529680252075195,225.7933807373047,0.031611427664756775,0.6507081985473633,2.3196346759796143,2.3196346759796143,0.0,0.0,6.529680252075195,6.529680252075195,0.0,0.0,0.0,4.301369667053223,3.165905714035034,150.54466067062387,-4.379999999999995,-0.7,-0.8500000000000006,0.0,20.0,1485.0,366.0,47.269018098292904,11.650141834326748,2.912535458581687,141.8070542948788,8.737606375745042,0.05803996194100847,7.0,4.0,46.0,40.0,7.0,2.0,17.0,0.004358904109589041,0.2291395139583315,0.2100456621004566,0.0319634703196347,0.0182648401826484,0.0776255707762557,0.0
45,20261367,4e8ddabd80a4ce20,41.81350777826824,600,0.7809,0,0.7554076539101497,max_episode_steps,1.0,39.748947037200864,600.0,0.0,1.9199999570846558,586.7216796875,5.590000152587891,318.430419921875,0.046587299555540085,0.6512824296951294,1.9199999570846558,1.9199999570846558,0.0,0.0,5.590000152587891,5.590000152587891,0.0,0.0,0.0,4.659999847412109,2.9936113357543945,119.24684111160258,-11.999999999999833,-45.400000000000375,-12.03333333333337,-8.0,0.0,1184.0,259.0,37.68789052416083,8.244226052160178,2.0610565130400444,113.06367157248245,6.183169539120132,0.051851851851851836,454.0,446.0,461.0,264.0,0.0,229.0,240.66666666666669,0.0013015000000000001,0.06624824506200144,0.7683333333333333,0.7566666666666667,0.7433333333333333,0.40111111111111114,1.0
46,20261368,23bd65344d50de61,-53.12649826673616,600,0.423,0,0.8985024958402662,max_episode_steps,1.0,16.01894502219927,600.0,0.0,3.0199999809265137,315.9700012207031,7.00166654586792,104.7798080444336,0.003541194135323167,0.053409870713949203,3.0199999809265137,3.0199999809265137,0.0,0.0,7.00166654586792,7.00166654586792,0.0,0.0,0.0,3.9733333587646484,2.3194446563720703,48.05683506659782,-11.999999999999833,-54.0000000000005,-27.183333333333586,-8.0,0.0,474.0,117.0,15.087888605111678,3.7242256683503494,0.9310564170875874,45.263665815335024,2.7931692512627633,0.058122205663189284,540.0,536.0,549.0,550.0,1.0,540.0,543.6666666666667,0.000705,0.026698241703665446,0.915,0.9,0.8933333333333333,0.9061111111111112,1.0
47,20261369,f10eb2ae9fe22490,46.43447088652003,600,0.8386,0,0.7520798668885191,max_episode_steps,1.0,42.36704585106253,600.0,0.0,1.2966666221618652,471.3666687011719,1.7483333349227905,431.04876708984375,0.007524564862251282,0.1618565171957016,1.2966666221618652,1.2966666221618652,0.0,0.0,1.7483333349227905,1.7483333349227905,0.0,0.0,0.0,1.4166666269302368,1.2276945114135742,127.1011375531877,-11.999999999999833,-45.20000000000037,-15.466666666666818,-8.0,0.0,1262.0,276.0,40.17070763639438,8.785352858672631,2.196338214668158,120.51212290918318,6.589014644004459,0.051840721262208796,452.0,444.0,466.0,473.0,3.0,226.0,309.3333333333333,0.0013976666666666666,0.07061174308510422,0.7766666666666666,0.7533333333333333,0.74,0.5155555555555555,1.0
48,20261370,342122e051075118,-17.763326712614415,600,0.5467,0,0.8369384359400999,max_episode_steps,1.0,25.9900022069065,600.0,0.0,2.0283334255218506,432.9483337402344,8.206666946411133,215.4813995361328,0.021175358444452286,0.9730531573295593,2.0283334255218506,2.0283334255218506,0.0,0.0,8.206666946411133,8.15999984741211,0.046666666865348816,0.0416666679084301,0.0416666679084301,7.136666774749756,4.095555305480957,77.97000662071957,-11.999999999999833,-50.300000000000445,-25.43333333333356,-8.0,0.0,775.0,166.0,24.669016179243748,5.283944110650923,1.3209860276627308,74.00704853773142,3.962958082988192,0.050826699326393054,503.0,498.0,514.0,517.0,3.0,503.0,508.6666666666667,0.0009111666666666666,0.04331667034484417,0.8566666666666667,0.8383333333333334,0.83,0.8477777777777779,1.0
49,20261371,8579db8cdc093f1f,-82.39396626244255,600,0.1873,0,0.9650582362728786,max_episode_steps,1.0,3.429789023630345,600.0,0.0,1.9900000095367432,193.538330078125,2.068333387374878,97.72166442871094,0.03006802871823311,0.2778036594390869,1.9900000095367432,1.9900000095367432,0.0,0.0,2.068333387374878,2.068333387374878,0.0,0.0,0.0,1.0783333778381348,1.0611110925674438,10.289367070891034,-11.999999999999833,-58.000000000000554,-14.683333333333408,-8.0,0.0,103.0,19.0,3.2785918276930444,0.6047887837492023,0.15119719593730058,9.835775483079132,0.4535915878119017,0.04408352668213457,580.0,574.0,587.0,296.0,1.0,292.0,293.66666666666663,0.00031216666666666665,0.005716315039383909,0.9783333333333334,0.9666666666666667,0.9566666666666667,0.4894444444444444,1.0
50,20261372,9e713a992b4667fc,-72.74769680600785,600,0.3016,0,0.940099833610649,max_episode_steps,1.0,10.695212175775367,600.0,0.0,2.991666555404663,389.36334228515625,8.0,130.3673553466797,0.02459939569234848,0.4491444528102875,2.991666555404663,2.991666555404663,0.0,0.0,8.0,8.0,0.0,0.0,0.0,4.045000076293945,2.6794440746307373,32.0856365273261,-11.999999999999833,-56.50000000000053,-28.333333333333602,-8.0,0.0,319.0,68.0,10.154085369262921,2.1645072260497757,0.5411268065124439,30.462256107788765,1.6233804195373327,0.05059523809523811,565.0,559.0,572.0,571.0,1.0,564.0,566.6666666666667,0.0005026666666666667,0.01782535362629228,0.9533333333333334,0.9416666666666667,0.9316666666666666,0.9444444444444445,1.0
51,20261373,4e9f95a8cd5bb909,-63.90332987904551,600,0.3696,0,0.9367720465890182,max_episode_steps,1.0,13.560001151429482,600.0,0.0,1.0466666221618652,347.9549865722656,8.001667022705078,343.0072326660156,0.0223167035728693,0.9807724952697754,1.0466666221618652,1.0466666221618652,0.0,0.0,8.001667022705078,7.985000133514404,0.01666666753590107,0.011666666716337204,0.011666666716337204,7.87666654586792,7.837777614593506,40.68000345428847,-11.999999999999833,-56.30000000000053,-28.2833333333336,-8.0,0.0,410.0,64.0,13.050705333535417,2.03718327157626,0.509295817894065,39.152116000606256,1.5278874536821954,0.03755868544600939,563.0,557.0,568.0,571.0,0.0,563.0,565.6666666666666,0.000616,0.022600001919049137,0.9466666666666667,0.9383333333333334,0.9283333333333333,0.9427777777777777,1.0
52,20261374,ed2f58fba5bb07c2,-29.589337914570386,600,0.4472,0,0.8768718801996672,max_episode_steps,1.0,18.87577625069879,600.0,0.0,2.9733333587646484,506.1866760253906,5.133333206176758,171.56484985351562,0.013416477479040623,0.09260173887014389,2.9733333587646484,2.9733333587646484,0.0,0.0,5.133333206176758,5.133333206176758,0.0,0.0,0.0,2.1649999618530273,1.7470279932022095,56.62732875209635,-11.999999999999833,-52.70000000000048,-13.516666666666726,-8.0,0.0,559.0,136.0,17.79352263767389,4.3290144520995515,1.0822536130248879,53.38056791302171,3.2467608390746645,0.05733558178752106,527.0,520.0,535.0,280.0,1.0,265.0,270.3333333333333,0.0007453333333333333,0.03145962708449799,0.8916666666666667,0.8783333333333333,0.8666666666666667,0.45055555555555554,1.0
53,20261375,67827e600143f0b2,37.37536178225018,600,0.7663,0,0.7437603993344426,max_episode_steps,1.0,37.958453927417054,600.0,0.0,1.2649999856948853,314.625,6.440000057220459,267.3783264160156,0.009089191444218159,0.17188774049282074,1.2649999856948853,1.2649999856948853,0.0,0.0,6.440000057220459,6.429999828338623,0.009999999776482582,0.009999999776482582,0.009999999776482582,6.105000019073486,5.556389331817627,113.87536178225119,-11.999999999999833,-44.700000000000365,-11.800000000000034,-8.0,0.0,1128.0,258.0,35.905355161531595,8.212395063541802,2.0530987658854505,107.71606548459482,6.159296297656343,0.05408805031446533,447.0,442.0,455.0,253.0,5.0,225.0,236.0,0.0012771666666666667,0.06326408987902843,0.7583333333333333,0.745,0.7366666666666667,0.3933333333333333,1.0
54,20261376,ad56ccdfe2b396a1,1.1749845169036366,600,0.6257,0,0.8053244592346089,max_episode_steps,1.0,31.369439283412582,600.0,0.0,1.8916666507720947,370.22833251953125,8.143333435058594,211.27471923828125,0.036167800426483154,0.6064404249191284,1.8916666507720947,1.8916666507720947,0.0,0.0,8.143333435058594,8.039999961853027,0.10333333164453506,0.0716666653752327,0.0716666653752327,6.386666774749756,4.549166679382324,94.1083178502378,-11.999999999999833,-48.40000000000042,-24.533333333333548,-8.0,0.0,929.0,226.0,29.570988426474145,7.193803427753671,1.7984508569384177,88.71296527942252,5.395352570815248,0.0573313039066463,484.0,480.0,497.0,501.0,3.0,484.0,490.66666666666663,0.0010428333333333333,0.052282398805687635,0.8283333333333334,0.8066666666666666,0.8,0.8177777777777777,1.0
55,20261377,92829ad0c182e951,-48.464620863580556,600,0.3514,0,0.9317803660565723,max_episode_steps,1.0,13.934015267695438,600.0,0.0,1.975000023841858,499.92498779296875,7.986666679382324,255.4933319091797,0.04616779834032059,0.9491017460823059,1.975000023841858,1.975000023841858,0.0,0.0,7.986666679382324,7.983333110809326,0.0033333334140479565,0.0033333334140479565,0.0033333334140479565,6.961666584014893,4.10277795791626,41.80204580308632,-11.999999999999833,-56.000000000000526,-14.266666666666737,-8.0,0.0,411.0,107.0,13.0825363221538,3.4059157821665593,0.8514789455416398,39.24760896646139,2.554436836624921,0.06110793832095946,560.0,552.0,561.0,290.0,4.0,281.0,285.3333333333333,0.0005856666666666666,0.023223358779492397,0.935,0.9333333333333333,0.92,0.4755555555555555,1.0
56,20261378,165bb426e16227f3,-40.64924403002024,600,0.4567,0,0.8535773710482529,max_episode_steps,1.0,18.828029767771216,600.0,0.0,2.055000066757202,658.780029296875,5.108333110809326,325.9958190917969,0.04229780659079552,0.7983272075653076,2.055000066757202,2.055000066757202,0.0,0.0,5.108333110809326,5.108333110809326,0.0,0.0,0.0,3.9100000858306885,2.5027222633361816,56.484089303313645,-11.999999999999833,-51.30000000000046,-25.833333333333567,-8.0,0.0,550.0,166.0,17.507043740108486,5.283944110650923,1.3209860276627308,52.52113122032542,3.962958082988192,0.0701606086221471,513.0,506.0,523.0,522.0,2.0,513.0,516.6666666666666,0.0007611666666666666,0.03138004961295203,0.8716666666666667,0.855,0.8433333333333334,0.861111111111111,1.0
57,20261379,8ba00cf4d8d77783,58.08160755165423,600,0.8786,0,0.7254575707154742,max_episode_steps,1.0,44.388313628329584,600.0,0.0,2.758333444595337,407.17999267578125,5.306666851043701,169.539306640625,0.03909296914935112,0.7494650483131409,2.758333444595337,2.758333444595337,0.0,0.0,5.306666851043701,5.306666851043701,0.0,0.0,0.0,3.2933332920074463,2.115833282470703,133.16494088498874,-11.999999999999833,-43.60000000000035,-11.483333333333363,-8.0,0.0,1314.0,322.0,41.8259190445501,10.249578335118063,2.5623945837795157,125.47775713365037,7.687183751338536,0.05772678379347427,436.0,430.0,458.0,245.0,4.0,220.0,229.66666666666666,0.0014643333333333333,0.07398052271388264,0.7633333333333333,0.7266666666666667,0.7166666666666667,0.3827777777777778,1.0
58,20261380,962afc4afb6a2073,165.52581097226198,202,0.9517,1,0.03940886699507389,coverage_reached,0.0,50.44415921297621,202.0,0.0,1.6089109182357788,548.4356689453125,6.262376308441162,413.53094482421875,0.04272468388080597,0.7946357131004333,1.6089109182357788,1.6089109182357788,0.0,0.0,6.262376308441162,6.257425785064697,0.004950494971126318,0.004950494971126318,0.004950494971126318,5.321782112121582,4.641914367675781,151.33247763892876,-4.040000000000002,-0.7999999999999999,-0.9666666666666675,0.0,20.0,1488.0,387.0,47.364511064148054,12.318592595312712,3.079648148828178,142.09353319244423,9.238944446484512,0.061050638902034916,8.0,0.0,15.0,40.0,4.0,7.0,19.333333333333332,0.004711386138613861,0.24972356046027827,0.07425742574257425,0.039603960396039604,0.0,0.0957095709570957,0.0
59,20261381,09db32f85cb066f5,31.927803931996067,600,0.792,0,0.7936772046589018,max_episode_steps,1.0,41.237045755110096,600.0,0.0,2.1516666412353516,343.7449951171875,3.441666603088379,160.71337890625,0.029319731518626213,0.6292317509651184,2.1516666412353516,2.1516666412353516,0.0,0.0,3.441666603088379,3.441666603088379,0.0,0.0,0.0,2.1666667461395264,1.5928611755371094,123.71113726533027,-11.999999999999833,-47.70000000000041,-24.08333333333354,-8.0,0.0,1243.0,210.0,39.56591885264519,6.684507609859605,1.6711269024649011,118.6977565579356,5.013380707394701,0.04052489386337318,477.0,468.0,491.0,499.0,2.0,472.0,481.6666666666667,0.00132,0.06872840959185016,0.8183333333333334,0.795,0.78,0.8027777777777778,1.0
60,20261382,fd5a6662d892e80b,-51.149526259386924,600,0.3771,0,0.9034941763727121,max_episode_steps,1.0,16.71126902464901,600.0,0.0,2.0233333110809326,409.663330078125,6.168333530426025,204.16278076171875,0.01704459823668003,0.8866481781005859,2.0233333110809326,2.0233333110809326,0.0,0.0,6.168333530426025,6.166666507720947,0.0016666667070239782,0.0016666667070239782,0.0016666667070239782,5.059999942779541,3.0631942749023438,50.133807073947025,-11.999999999999833,-54.0000000000005,-27.283333333333587,-8.0,0.0,502.0,92.0,15.979156286426294,2.9284509528908726,0.7321127382227182,47.93746885927885,2.1963382146681556,0.04380952380952383,540.0,537.0,558.0,555.0,2.0,540.0,545.6666666666666,0.0006284999999999999,0.027852115041081683,0.93,0.9,0.895,0.9094444444444444,1.0
61,20261383,6780594af47c26bd,166.0359987413634,213,0.9515,1,0.018691588785046728,coverage_reached,0.0,50.34866624712107,213.0,0.0,2.075117349624634,384.713623046875,5.48356819152832,211.61813354492188,0.0354827381670475,0.6306745409965515,2.075117349624634,2.075117349624634,0.0,0.0,5.48356819152832,5.48356819152832,0.0,0.0,0.0,3.5868544578552246,2.979733943939209,151.04599874136323,-4.259999999999997,-0.2,-0.55,0.0,20.0,1490.0,367.0,47.42817304138478,11.681972822945125,2.9204932057362814,142.28451912415454,8.761479617208822,0.05800537379484733,2.0,5.0,39.0,27.0,2.0,2.0,11.000000000000002,0.004467136150234742,0.2363787147752163,0.18309859154929578,0.009389671361502348,0.023474178403755867,0.05164319248826292,0.0
62,20261384,90f345732bdb8ef9,158.6979700290691,190,0.9514,1,0.06806282722513089,coverage_reached,0.0,48.2159900096897,190.0,0.0,3.3421051502227783,357.1684265136719,6.747368335723877,119.4551773071289,0.037916216999292374,0.7594922780990601,3.3421051502227783,3.3421051502227783,0.0,0.0,6.747368335723877,6.747368335723877,0.0,0.0,0.0,4.278947353363037,2.2319300174713135,144.647970029069,-3.800000000000003,-1.2,-0.9500000000000007,0.0,20.0,1427.0,351.0,45.42282075842695,11.172677005051066,2.7931692512627664,136.26846227528085,8.379507753788277,0.05793035154315882,12.0,1.0,20.0,40.0,1.0,8.0,19.000000000000004,0.005007368421052632,0.25376836847205103,0.10526315789473684,0.06315789473684211,0.005263157894736842,0.10000000000000002,0.0
63,20261385,d5ab3cbe66865116,34.26076143926964,600,0.8064,0,0.7337770382695508,max_episode_steps,1.0,40.298031590867886,600.0,0.0,1.1966667175292969,560.0216674804688,3.9116666316986084,518.900390625,0.009111867286264896,0.17172151803970337,1.1966667175292969,1.1966667175292969,0.0,0.0,3.9116666316986084,3.9049999713897705,0.006666666828095913,0.006666666828095913,0.006666666828095913,3.426666736602783,3.278055429458618,120.89409477260375,-11.999999999999833,-44.10000000000036,-22.53333333333352,-8.0,0.0,1196.0,280.0,38.06986238758136,8.912676813146149,2.2281692032865372,114.20958716274413,6.684507609859594,0.05529225908372818,441.0,441.0,457.0,466.0,4.0,441.0,450.66666666666663,0.001344,0.0671633859847798,0.7616666666666667,0.735,0.735,0.7511111111111111,1.0
64,20261386,2a60ca814e5578ab,32.42202902463177,600,0.8151,0,0.7520798668885191,max_episode_steps,1.0,40.21845411932194,600.0,0.0,3.700000047683716,488.9633483886719,6.289999961853027,141.1812286376953,0.017297808080911636,0.7466573715209961,3.700000047683716,3.700000047683716,0.0,0.0,6.289999961853027,6.289999961853027,0.0,0.0,0.0,3.4566667079925537,1.883388876914978,120.65536235796588,-11.999999999999833,-45.20000000000037,-23.033333333333527,-8.0,0.0,1188.0,302.0,37.81521447863434,9.61295856275048,2.40323964068762,113.44564343590302,7.2097189220628515,0.059754649782350545,452.0,448.0,468.0,475.0,3.0,452.0,460.6666666666667,0.0013585000000000001,0.06703075686553657,0.78,0.7533333333333333,0.7466666666666667,0.7677777777777778,1.0
65,20261387,1f693b460eaa03f3,161.65360396567885,181,0.9514,1,0.02197802197802198,coverage_reached,0.0,48.74120132189294,181.0,0.0,1.8839778900146484,438.7403259277344,5.160221099853516,270.9175720214844,0.033537544310092926,0.7111274600028992,1.8839778900146484,1.8839778900146484,0.0,0.0,5.160221099853516,5.160221099853516,0.0,0.0,0.0,3.8839778900146484,3.0276243686676025,146.22360396567882,-3.6200000000000028,-0.4,-0.55,0.0,20.0,1448.0,333.0,46.091271519412885,10.599719209920234,2.6499298024800586,138.27381455823877,7.949789407440163,0.054367346938775415,4.0,3.0,33.0,29.0,2.0,1.0,11.000000000000002,0.0052563535911602215,0.26928840509333113,0.18232044198895028,0.022099447513812154,0.016574585635359115,0.06077348066298344,0.0
66,20261388,2af023e75db86e5d,-60.6908192589235,600,0.2696,0,0.9101497504159733,max_episode_steps,1.0,9.175282469247767,600.0,0.0,1.0049999952316284,446.42333984375,5.0933332443237305,445.2083435058594,0.018699921667575836,0.9991289377212524,1.0049999952316284,1.0049999952316284,0.0,0.0,5.0933332443237305,5.0933332443237305,0.0,0.0,0.0,5.0883331298828125,5.073333263397217,27.525847407743317,-11.999999999999833,-54.4000000000005,-13.81666666666673,-8.0,0.0,265.0,93.0,8.435211983870454,2.960281941509252,0.740070485377313,25.30563595161135,2.22021145613194,0.08065915004336516,544.0,540.0,559.0,282.0,1.0,273.0,276.3333333333333,0.0004493333333333333,0.015292137448746279,0.9316666666666666,0.9066666666666666,0.9,0.46055555555555555,1.0
67,20261389,4f95910189ad7c7c,-10.973443420623683,600,0.6027,0,0.848585690515807,max_episode_steps,1.0,28.592185526458987,600.0,0.0,1.9916666746139526,601.625,6.211666584014893,308.18475341796875,0.00711640203371644,0.09436200559139252,1.9916666746139526,1.9916666746139526,0.0,0.0,6.211666584014893,6.210000038146973,0.0016666667070239782,0.0016666667070239782,0.0016666667070239782,4.244999885559082,3.195972204208374,85.77655657937699,-11.999999999999833,-51.000000000000455,-25.75000000000023,-8.0,0.0,859.0,157.0,27.34281922318763,4.997465213085512,1.249366303271378,82.02845766956285,3.7480989098141335,0.04369607570275534,510.0,506.0,520.0,526.0,1.0,509.0,515.0,0.0010045,0.04765364254409831,0.8666666666666667,0.85,0.8433333333333334,0.8583333333333333,1.0
68,20261390,b7723553a632c584,-85.93027992650829,600,0.2244,0,0.9600665557404326,max_episode_steps,1.0,6.9232400244974475,600.0,0.0,2.001666784286499,362.7733459472656,5.034999847412109,181.71221923828125,0.03323885053396225,0.9186840057373047,2.001666784286499,2.001666784286499,0.0,0.0,5.034999847412109,5.034999847412109,0.0,0.0,0.0,4.026666641235352,2.528888702392578,20.76972007349234,-11.999999999999833,-57.70000000000055,-29.000000000000277,-8.0,0.0,210.0,30.0,6.6845076098596055,0.9549296585513721,0.23873241463784303,20.053522829578814,0.7161972439135291,0.034482758620689655,577.0,571.0,579.0,585.0,1.0,577.0,580.0,0.000374,0.011538733374162412,0.965,0.9616666666666667,0.9516666666666667,0.9666666666666667,1.0
