method_label,method_id,method_name,run_stage,checkpoint_used,checkpoint_path,checkpoint_env_steps,checkpoint_train_episode_idx,episode_index,seed,episode_seed,episode_reward,episode_length,final_coverage,success,repeat_visit_ratio,done_reason,timeout_flag,zero_info_step_count,stall_trigger_count,recent_revisit_trigger_count,turn_ge_90_count,turn_135_count,turn_180_count,accessible_block_count,delta_empty_sum,delta_obstacle_sum,empty_info_gain_sum,empty_info_reward_sum,info_reward_sum,local_frontier_block_area_mean,local_frontier_coverage,mean_block_area,obstacle_info_contribution_ratio,obstacle_info_gain_sum,obstacle_info_reward_sum,recent_revisit_penalty_sum,step_penalty_sum,terminal_bonus_sum,timeout_penalty_sum,total_accessible_unknown_area,total_frontier_cluster_count,turn_penalty_sum,turn_penalty_weight_sum,value_block_cap_hit_flag,value_entry_cap_hit_block_count,value_entry_cap_hit_flag,value_max_frontier_clusters_per_block,value_mean_frontier_clusters_per_block,value_packed_block_count,value_packed_entry_count,value_total_block_count_before_cap,value_total_entry_count_before_cap,value_truncated_block_count,value_truncated_entry_count,weighted_info_gain_sum,weighted_obstacle_info_gain_sum
F_key,Anew_F3_no_behavior_memory,no_behavior_memory,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_F3_no_behavior_memory.pt,650000,1107,0,20261323,20261323,-18.516786032497407,600,0.6535,0,0.8718801996672213,max_episode_steps,1.0,526.0,517.0,524.0,540.0,1.0,524.0,1.9900000095367432,963.0,158.0,30.653242039499023,95.02505032244702,98.14321396750339,0.0,0.0,354.8706970214844,0.031771566458877944,5.029296201703889,3.118163645056413,-62.87999999999943,-11.999999999999833,0.0,-10.0,701.443359375,8.015000343322754,-31.779999999999706,529.6666666666666,0.0,0.0,0.0,5.116666793823242,4.0747222900390625,1.9900000095367432,8.015000343322754,1.9900000095367432,8.015000343322754,0.0,0.0,31.65910127983982,1.005859240340779
F_key,Anew_F3_no_behavior_memory,no_behavior_memory,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_F3_no_behavior_memory.pt,650000,1107,1,20261324,20261324,-50.770265547663605,600,0.4368,0,0.9334442595673876,max_episode_steps,1.0,564.0,556.0,561.0,566.0,375.0,1.0,2.9566667079925537,567.0,74.0,18.04817054662093,55.9493286945249,57.40973445233613,0.0,0.0,145.5870819091797,0.025438294946717076,2.3554931577600504,1.4604057578112315,-67.31999999999952,-11.999999999999833,0.0,-10.0,427.885009765625,7.936666488647461,-18.859999999999758,314.3333333333334,0.0,0.0,0.0,4.983333110809326,2.703749895095825,2.9566667079925537,7.936666488647461,2.9566667079925537,7.936666488647461,0.0,0.0,18.51926917817294,0.4710986315520103
F_key,Anew_F3_no_behavior_memory,no_behavior_memory,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_F3_no_behavior_memory.pt,650000,1107,2,20261325,20261325,-68.36698144113578,600,0.4419,0,0.913477537437604,max_episode_steps,1.0,555.0,547.0,549.0,558.0,3.0,549.0,2.9516665935516357,510.0,120.0,16.23380419537332,50.32479300565731,52.69301855886472,0.0,0.0,105.80874633789062,0.0449438202247191,3.8197186342054867,2.368225553207403,-65.87999999999947,-11.999999999999833,0.0,-10.0,304.05999755859375,9.023333549499512,-33.179999999999744,553.0,0.0,0.008333333767950535,0.008333333767950535,5.056666851043701,3.141111135482788,2.9516665935516357,9.013333320617676,2.9516665935516357,9.023333549499512,0.0,0.009999999776482582,16.997747922214423,0.763943726841098
F_key,Anew_F3_no_behavior_memory,no_behavior_memory,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_F3_no_behavior_memory.pt,650000,1107,3,20261326,20261326,-54.99870442457039,600,0.4857,0,0.8951747088186356,max_episode_steps,1.0,538.0,530.0,538.0,546.0,0.0,538.0,6.7133331298828125,620.0,143.0,19.735212943395023,61.179160124524586,64.00129557543008,0.0,0.0,57.1759033203125,0.04409497378970088,4.551831372428206,2.822135450905488,-64.55999999999942,-11.999999999999833,0.0,-10.0,377.3299865722656,12.640000343322754,-32.43999999999972,540.6666666666667,0.0,0.0,0.0,4.039999961853027,1.9269087314605713,6.7133331298828125,12.640000343322754,6.7133331298828125,12.640000343322754,0.0,0.0,20.64557921788067,0.9103662744856414
F_key,Anew_F3_no_behavior_memory,no_behavior_memory,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_F3_no_behavior_memory.pt,650000,1107,4,20261327,20261327,-15.502979061514745,600,0.5717,0,0.8801996672212978,max_episode_steps,1.0,531.0,524.0,529.0,271.0,266.0,0.0,2.878333330154419,782.0,180.0,24.89183309957242,77.16468260867454,80.71702093848565,0.0,0.0,198.0002899169922,0.044009779951100246,5.729577951308231,3.5523383298111044,-63.479999999999414,-11.999999999999833,0.0,-10.0,558.6683349609375,10.566666603088379,-10.739999999999947,178.99999999999963,0.0,0.0016666667070239782,0.0016666667070239782,7.744999885559082,3.7426390647888184,2.878333330154419,10.5649995803833,2.878333330154419,10.566666603088379,0.0,0.0016666667070239782,26.03774868983407,1.1459155902616465
F_key,Anew_F3_no_behavior_memory,no_behavior_memory,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_F3_no_behavior_memory.pt,650000,1107,5,20261328,20261328,-60.81130380630378,600,0.3509,0,0.9118136439267887,max_episode_steps,1.0,563.0,556.0,548.0,556.0,2.0,0.0,2.993333339691162,367.0,96.0,11.681972822945122,36.214115751129874,38.10869619369579,0.0,0.0,136.0908966064453,0.04971517348524078,3.05577490736439,1.8945804425659216,-65.75999999999947,-11.999999999999833,0.0,-10.0,402.163330078125,6.018333435058594,-11.159999999999851,186.0000000000009,0.0,0.0,0.0,3.0233333110809326,2.0411109924316406,2.993333339691162,6.018333435058594,2.993333339691162,6.018333435058594,0.0,0.0,12.293127804417995,0.6111549814728781
F_key,Anew_F3_no_behavior_memory,no_behavior_memory,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_F3_no_behavior_memory.pt,650000,1107,6,20261329,20261329,30.032439735311446,600,0.8906,0,0.7737104825291181,max_episode_steps,1.0,472.0,460.0,465.0,487.0,2.0,465.0,6.418333530426025,1324.0,282.0,42.1442289307339,130.64710968527507,136.2124397353125,0.0,0.0,82.27694702148438,0.04085772239930456,8.976338790382899,5.5653300500373994,-55.79999999999958,-11.999999999999833,0.0,-10.0,497.6266784667969,10.885000228881836,-28.37999999999978,473.0,0.0,0.0016666667070239782,0.0016666667070239782,3.2850000858306885,1.7888212203979492,6.418333530426025,10.881667137145996,6.418333530426025,10.885000228881836,0.0,0.0033333334140479565,43.939496688810465,1.7952677580765795
F_key,Anew_F3_no_behavior_memory,no_behavior_memory,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_F3_no_behavior_memory.pt,650000,1107,7,20261330,20261330,-39.53695757702282,600,0.4565,0,0.930116472545757,max_episode_steps,1.0,561.0,554.0,559.0,566.0,374.0,0.0,4.883333206176758,672.0,103.0,21.390424351550728,66.3103154898073,68.34304242297699,0.0,0.0,84.88070678710938,0.029742997401097305,3.2785918276930426,2.032726933169687,-67.07999999999952,-11.999999999999833,0.0,-10.0,396.0416564941406,12.908333778381348,-18.79999999999976,313.3333333333334,0.0,0.014999999664723873,0.014999999664723873,7.021666526794434,2.7164087295532227,4.883333206176758,12.87833309173584,4.883333206176758,12.908333778381348,0.0,0.029999999329447746,22.046142717089346,0.6557183655386087
F_key,Anew_F3_no_behavior_memory,no_behavior_memory,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_F3_no_behavior_memory.pt,650000,1107,8,20261331,20261331,-44.375458362080565,600,0.5172,0,0.9034941763727121,max_episode_steps,1.0,544.0,536.0,543.0,557.0,2.0,543.0,4.793333530426025,740.0,135.0,23.554931577600502,73.02028789056163,75.68454163791993,0.0,0.0,74.84169006347656,0.03520208604954365,4.297183463481172,2.6642537473583277,-65.15999999999944,-11.999999999999833,0.0,-10.0,332.69500732421875,9.975000381469727,-32.899999999999736,548.3333333333334,0.0,0.008333333767950535,0.008333333767950535,4.203333377838135,2.221416711807251,4.793333530426025,9.958333015441895,4.793333530426025,9.975000381469727,0.0,0.01666666753590107,24.414368270296755,0.8594366926962349
F_key,Anew_F3_no_behavior_memory,no_behavior_memory,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_F3_no_behavior_memory.pt,650000,1107,9,20261332,20261332,-82.98851496498406,600,0.3555,0,0.9251247920133111,max_episode_steps,1.0,562.0,552.0,556.0,568.0,3.0,556.0,3.875,378.0,106.0,12.032113697747288,37.29955246301661,39.39148503501648,0.0,0.0,103.33583068847656,0.05310621242484966,3.37408479354818,2.091932571999872,-66.7199999999995,-11.999999999999833,0.0,-10.0,382.9150085449219,8.960000038146973,-33.65999999999976,561.0,0.0,0.0033333334140479565,0.0033333334140479565,4.130000114440918,2.4169445037841797,3.875,8.954999923706055,3.875,8.960000038146973,0.0,0.004999999888241291,12.706930656456922,0.6748169587096361
F_key,Anew_F3_no_behavior_memory,no_behavior_memory,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_F3_no_behavior_memory.pt,650000,1107,10,20261333,20261333,-68.13266578562649,600,0.3853,0,0.930116472545757,max_episode_steps,1.0,561.0,553.0,559.0,565.0,0.0,559.0,3.9066667556762695,533.0,102.0,16.965916933596038,52.59434249414774,54.607334214374035,0.0,0.0,98.60302734375,0.03686302855077701,3.246760839074665,2.0129917202262924,-67.07999999999952,-11.999999999999833,0.0,-10.0,380.7250061035156,10.84666633605957,-33.65999999999976,561.0,0.0,0.013333333656191826,0.013333333656191826,6.988333225250244,2.8035833835601807,3.9066667556762695,10.824999809265137,3.9066667556762695,10.84666633605957,0.0,0.021666666492819786,17.61526910141098,0.6493521678149331
F_key,Anew_F3_no_behavior_memory,no_behavior_memory,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_F3_no_behavior_memory.pt,650000,1107,11,20261334,20261334,-51.289932142797156,600,0.4774,0,0.9101497504159733,max_episode_steps,1.0,555.0,541.0,547.0,554.0,2.0,546.0,3.876666784286499,683.0,97.0,21.740565226352906,67.395752201694,69.3100678572033,0.0,0.0,107.36083221435547,0.027619589977220957,3.0876058959827684,1.9143156555093168,-65.63999999999946,-11.999999999999833,0.0,-10.0,407.0566711425781,10.675000190734863,-32.95999999999974,549.3333333333334,0.0,0.0,0.0,6.806666851043701,2.7674999237060547,3.876666784286499,10.675000190734863,3.876666784286499,10.675000190734863,0.0,0.0,22.358086405549454,0.6175211791965539
F_key,Anew_F3_no_behavior_memory,no_behavior_memory,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_F3_no_behavior_memory.pt,650000,1107,12,20261335,20261335,41.30740878123572,600,0.8741,0,0.7886855241264559,max_episode_steps,1.0,475.0,467.0,474.0,500.0,320.0,0.0,8.385000228881836,1330.0,271.0,42.33521486244416,131.23916607357694,136.58740878123695,0.0,0.0,62.844181060791016,0.039156191301835,8.626197915580727,5.348242707660054,-56.879999999999555,-11.999999999999833,0.0,-10.0,497.0633239746094,16.626667022705078,-16.39999999999981,273.3333333333329,0.0,0.0,0.0,4.025000095367432,1.9890714883804321,8.385000228881836,16.626667022705078,8.385000228881836,16.626667022705078,0.0,0.0,44.060454445560325,1.7252395831161453
F_key,Anew_F3_no_behavior_memory,no_behavior_memory,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_F3_no_behavior_memory.pt,650000,1107,13,20261336,20261336,32.623137879424796,600,0.826,0,0.8236272878535774,max_episode_steps,1.0,504.0,493.0,495.0,513.0,333.0,0.0,5.7183332443237305,1283.0,220.0,40.83915839738035,126.60139103187907,130.94313787942596,0.0,0.0,97.48820495605469,0.033157498116051246,7.002817496043394,4.341746847546906,-59.3999999999995,-11.999999999999833,0.0,-10.0,551.22998046875,11.713333129882812,-16.9199999999998,281.9999999999997,0.0,0.004999999888241291,0.004999999888241291,6.773333549499512,2.104992151260376,5.7183332443237305,11.708333015441895,5.7183332443237305,11.713333129882812,0.0,0.004999999888241291,42.23972189658902,1.4005634992086793
F_key,Anew_F3_no_behavior_memory,no_behavior_memory,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_F3_no_behavior_memory.pt,650000,1107,14,20261337,20261337,-44.97902067498403,600,0.4449,0,0.9251247920133111,max_episode_steps,1.0,557.0,548.0,556.0,564.0,1.0,1.0,3.9533333778381348,537.0,106.0,17.093240888069555,52.98904675301564,55.08097932501549,0.0,0.0,118.30874633789062,0.03797921891795054,3.37408479354818,2.0919325719998714,-66.7199999999995,-11.999999999999833,0.0,-10.0,467.6716613769531,12.756667137145996,-11.339999999999847,189.000000000001,0.0,0.9449999928474426,0.9449999928474426,8.798333168029785,3.2198610305786133,3.9533333778381348,11.811666488647461,3.9533333778381348,12.756667137145996,0.0,0.9449999928474426,17.768057846779183,0.6748169587096364
F_key,Anew_F3_no_behavior_memory,no_behavior_memory,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_F3_no_behavior_memory.pt,650000,1107,15,20261338,20261338,-57.0417580529477,600,0.4698,0,0.9034941763727121,max_episode_steps,1.0,550.0,534.0,542.0,554.0,1.0,541.0,4.84499979019165,607.0,144.0,19.3214100913561,59.89637128320391,62.73824194705279,0.0,0.0,107.222900390625,0.04529726329034285,4.583662361046583,2.8418706638488826,-65.03999999999944,-11.999999999999833,0.0,-10.0,514.3383178710938,11.768333435058594,-32.73999999999973,545.6666666666666,0.0,0.0,0.0,5.0,2.469222068786621,4.84499979019165,11.768333435058594,4.84499979019165,11.768333435058594,0.0,0.0,20.238142563565408,0.9167324722093172
F_key,Anew_F3_no_behavior_memory,no_behavior_memory,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_F3_no_behavior_memory.pt,650000,1107,16,20261339,20261339,-69.36016559547386,600,0.3009,0,0.9500831946755408,max_episode_steps,1.0,573.0,566.0,571.0,574.0,381.0,0.0,2.933333396911621,391.0,85.0,12.445916549786213,38.58234130433728,40.25983440452585,0.0,0.0,167.77195739746094,0.04166666666666666,2.70563403256222,1.677493100188577,-68.51999999999957,-11.999999999999833,0.0,-10.0,485.1966552734375,13.741666793823242,-19.099999999999753,318.3333333333334,0.0,0.006666666828095913,0.006666666828095913,6.965000152587891,4.725277900695801,2.933333396911621,13.728333473205566,2.933333396911621,13.741666793823242,0.0,0.013333333656191826,12.987043356298658,0.541126806512444
F_key,Anew_F3_no_behavior_memory,no_behavior_memory,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_F3_no_behavior_memory.pt,650000,1107,17,20261340,20261340,2.13417316353906,600,0.725,0,0.8386023294509152,max_episode_steps,1.0,509.0,499.0,504.0,520.0,2.0,504.0,6.526666641235352,1122.0,228.0,35.71436922982134,110.7145446124461,115.21417316354011,0.0,0.0,123.72440338134766,0.03905447070914699,7.257465404990428,4.499628551094069,-60.47999999999948,-11.999999999999833,0.0,-10.0,772.20166015625,17.014999389648438,-30.59999999999973,510.0,0.0,0.0,0.0,5.076666831970215,2.691291570663452,6.526666641235352,17.014999389648438,6.526666641235352,17.014999389648438,0.0,0.0,37.16586231081942,1.4514930809980855
F_key,Anew_F3_no_behavior_memory,no_behavior_memory,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_F3_no_behavior_memory.pt,650000,1107,18,20261341,20261341,-50.34091222841998,600,0.5344,0,0.9234608985024958,max_episode_steps,1.0,555.0,547.0,555.0,558.0,0.0,555.0,4.96999979019165,702.0,119.0,22.34535401010211,69.27059743131653,71.61908777158052,0.0,0.0,162.74447631835938,0.03279140259024525,3.7878876455871064,2.348490340264008,-66.5999999999995,-11.999999999999833,0.0,-10.0,811.0650024414062,16.611665725708008,-33.35999999999975,556.0,0.0,0.95333331823349,0.95333331823349,10.66333293914795,3.336059331893921,4.96999979019165,13.783333778381348,4.96999979019165,16.611665725708008,0.0,2.8283333778381348,23.102931539219533,0.7575775291174222
F_key,Anew_F3_no_behavior_memory,no_behavior_memory,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_F3_no_behavior_memory.pt,650000,1107,19,20261342,20261342,36.15130823414174,600,0.8797,0,0.8153078202995009,max_episode_steps,1.0,496.0,489.0,490.0,506.0,3.0,490.0,7.288333415985107,1444.0,215.0,45.96394756493938,142.4882374513121,146.73130823414195,0.0,0.0,88.22791290283203,0.028917283120376603,6.8436625529515025,4.243070782829932,-58.799999999999514,-11.999999999999833,0.0,-10.0,527.375,13.398333549499512,-29.77999999999975,496.33333333333337,0.0,0.014999999664723873,0.014999999664723873,4.323333263397217,2.0669305324554443,7.288333415985107,13.376667022705078,7.288333415985107,13.398333549499512,0.0,0.021666666492819786,47.33268007552966,1.3687325105902994
F_key,Anew_F3_no_behavior_memory,no_behavior_memory,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_F3_no_behavior_memory.pt,650000,1107,20,20261343,20261343,-5.19062731238506,600,0.7173,0,0.8552412645590682,max_episode_steps,1.0,516.0,507.0,514.0,527.0,3.0,513.0,4.761666774749756,1075.0,179.0,34.218312764757485,106.07676957074825,109.60937268761597,0.0,0.0,148.88658142089844,0.03222902412675549,5.69774696268985,3.5326031168677092,-61.67999999999945,-11.999999999999833,0.0,-10.0,714.594970703125,10.513333320617676,-31.11999999999972,518.6666666666666,0.0,0.0,0.0,5.808333396911621,2.2345001697540283,4.761666774749756,10.513333320617676,4.761666774749756,10.513333320617676,0.0,0.0,35.357862157295486,1.1395493925379712
F_key,Anew_F3_no_behavior_memory,no_behavior_memory,formal,True,C:\Users\Dk\Desktop\SCI\New_A\checkpoint_store\final_method\A_new_minimum_closure\Anew_F3_no_behavior_memory.pt,650000,1107,21,20261344,20261344,-2.784537210083161,600,0.7388,0,0.8286189683860233,max_episode_steps,1.0,498.0,491.0,498.0,510.0,3.0,498.0,5.59499979019165,1061.0,226.0,33.7726789241002,104.6953046647106,109.1554627899179,0.0,0.0,134.80958557128906,0.04086060386910144,7.193803427753671,4.460158125207276,-59.75999999999949,-11.999999999999833,0.0,-10.0,739.336669921875,12.453332901000977,-30.17999999999974,503.0,0.0,0.0,0.0,3.253333330154419,2.2745554447174072,5.59499979019165,12.453332901000977,5.59499979019165,12.453332901000977,0.0,0.0,35.21143960965093,1.4387606855507338
