method_label,method_id,method_name,run_stage,checkpoint_used,checkpoint_path,checkpoint_env_steps,checkpoint_train_episode_idx,episode_index,seed,episode_seed,map_fingerprint,episode_reward,episode_length,final_coverage,success,repeat_visit_ratio,done_reason,timeout_flag,zero_info_step_count,stall_trigger_count,recent_revisit_trigger_count,turn_ge_90_count,turn_135_count,turn_180_count,accessible_block_count,collision_count,coverage_gain_per_step,delta_empty_sum,delta_obstacle_sum,empty_info_gain_sum,empty_info_reward_sum,info_reward_sum,invalid_action_count,local_frontier_block_area_mean,local_frontier_coverage,mean_block_area,obstacle_info_contribution_ratio,obstacle_info_gain_sum,obstacle_info_reward_sum,policy_fallback_info_gain_count,policy_frontier_decision_count,policy_no_valid_action_count,policy_safe_fallback_count,recent_revisit_penalty_sum,recent_revisit_rate,stall_rate,step_penalty_sum,terminal_bonus_sum,timeout_penalty_sum,timeout_rate,total_accessible_unknown_area,total_frontier_cluster_count,turn_burden_rate,turn_penalty_sum,turn_penalty_weight_sum,value_block_cap_hit_flag,value_entry_cap_hit_block_count,value_entry_cap_hit_flag,value_max_frontier_clusters_per_block,value_mean_frontier_clusters_per_block,value_packed_block_count,value_packed_entry_count,value_total_block_count_before_cap,value_total_entry_count_before_cap,value_truncated_block_count,value_truncated_entry_count,weighted_info_gain_per_step,weighted_info_gain_sum,weighted_obstacle_info_gain_sum,zero_info_rate
B,Anew_B_classical_frontier_greedy,classical_frontier_greedy,formal,False,,,,10,20261333,20261333,28c6707bc8456300,8.676026672935262,600,0.7235,0,0.7770382695507487,max_episode_steps,1.0,477.0,456.0,467.0,489.0,3.0,463.0,2.871666669845581,0,0.0012058333333333333,1114.0,261.0,35.45972132087425,109.92513609471034,115.0760266729363,0,,,208.3664093017578,0.0447607614474361,8.307888029396937,5.150890578226101,0,600,0,0,-56.03999999999957,0.7783333333333333,0.76,-11.999999999999833,0.0,-10.0,1.0,585.691650390625,4.013333320617676,0.7877777777777777,-28.35999999999978,472.66666666666663,0.0,0.0,0.0,2.123333215713501,1.4376388788223267,2.871666669845581,4.013333320617676,2.871666669845581,4.013333320617676,0.0,0.0,0.06186883154458944,37.12129892675367,1.6615776058793874,0.795
B,Anew_B_classical_frontier_greedy,classical_frontier_greedy,formal,False,,,,11,20261334,20261334,b1e494e4dac4cb66,-6.757349915515601,600,0.6189,0,0.848585690515807,max_episode_steps,1.0,521.0,507.0,510.0,273.0,2.0,257.0,3.9549999237060547,0,0.0010315,898.0,183.0,28.584227779304392,88.61110611584365,92.22265008448494,0,,,120.71504974365234,0.039161138454953996,5.825070917163369,3.6115439686412896,0,600,0,0,-61.19999999999946,0.85,0.845,-11.999999999999833,0.0,-10.0,1.0,477.1916809082031,6.164999961853027,0.43833333333333335,-15.780000000000042,263.0,0.0,0.0,0.0,2.18833327293396,1.5656944513320923,3.9549999237060547,6.164999961853027,3.9549999237060547,6.164999961853027,0.0,0.0,0.049582069937895136,29.74924196273708,1.1650141834326744,0.8683333333333333
B,Anew_B_classical_frontier_greedy,classical_frontier_greedy,formal,False,,,,12,20261335,20261335,c028689047709480,162.21091963078356,199,0.9548,1,0.05,coverage_reached,0.0,38.0,2.0,10.0,32.0,5.0,3.0,2.1507537364959717,0,0.004797989949748744,1434.0,342.0,45.64563767875555,141.5014768041423,148.2509196307833,0,,,236.1595458984375,0.04552715654952082,10.886198107485649,6.749442826641105,0,199,0,0,-1.2000000000000002,0.05025125628140704,0.010050251256281407,-3.980000000000003,20.0,0.0,0.0,432.2361755371094,4.763819217681885,0.07202680067001677,-0.8600000000000003,14.333333333333337,0.0,0.0,0.0,3.5628139972686768,2.525963306427002,2.1507537364959717,4.763819217681885,2.1507537364959717,4.763819217681885,0.0,0.0,0.24031596633292815,47.8228773002527,2.1772396214971286,0.19095477386934673
B,Anew_B_classical_frontier_greedy,classical_frontier_greedy,formal,False,,,,13,20261336,20261336,64bc33dcf3b14ed8,-99.20978370177585,600,0.2666,0,0.9534109816971714,max_episode_steps,1.0,576.0,567.0,573.0,578.0,2.0,573.0,4.896666526794434,0,0.00044433333333333336,255.0,46.0,8.116902097686662,25.16239650282866,26.07021629822482,0,,,54.966835021972656,0.03482210446631339,1.464225476445437,0.907819795396171,0,600,0,0,-68.75999999999958,0.955,0.945,-11.999999999999833,0.0,-10.0,1.0,262.2349853515625,11.926666259765625,0.9588888888888889,-34.5199999999998,575.3333333333334,0.0,0.013333333656191826,0.013333333656191826,5.0933332443237305,2.478083372116089,4.896666526794434,11.911666870117188,4.896666526794434,11.926666259765625,0.0,0.014999999664723873,0.01401624532162625,8.40974719297575,0.2928450952890874,0.96
B,Anew_B_classical_frontier_greedy,classical_frontier_greedy,formal,False,,,,14,20261337,20261337,be40659ef1bfb354,-34.93181996109848,600,0.5104,0,0.8419301164725458,max_episode_steps,1.0,522.0,494.0,506.0,276.0,1.0,254.0,2.888333320617676,0,0.0008506666666666666,608.0,177.0,19.353241079974467,59.99504734792089,63.48818003890181,0,,,105.8421630859375,0.05502020516008702,5.634084985453095,3.4931326909809193,0,600,0,0,-60.71999999999947,0.8433333333333334,0.8233333333333334,-11.999999999999833,0.0,-10.0,1.0,293.6449890136719,3.138333320617676,0.43611111111111106,-15.70000000000004,261.66666666666663,0.0,0.0,0.0,1.2100000381469727,1.1250277757644653,2.888333320617676,3.138333320617676,2.888333320617676,3.138333320617676,0.0,0.0,0.03413343012844182,20.48005807706509,1.1268169970906188,0.87
B,Anew_B_classical_frontier_greedy,classical_frontier_greedy,formal,False,,,,15,20261338,20261338,8affa52cf23405e1,50.83316174353803,600,0.9341,0,0.6772046589018302,max_episode_steps,1.0,438.0,393.0,407.0,431.0,5.0,405.0,3.3366665840148926,0,0.0015568333333333335,1414.0,358.0,45.009017906388,139.5279555098028,146.59316174353813,0,,,113.7290267944336,0.048196015078082965,11.395493925379716,7.065206233735424,0,600,0,0,-48.839999999999726,0.6783333333333333,0.655,-11.999999999999833,0.0,-10.0,1.0,259.65667724609375,6.866666793823242,0.6922222222222223,-24.919999999999852,415.33333333333337,0.0,0.004999999888241291,0.004999999888241291,3.7833333015441895,2.505138874053955,3.3366665840148926,6.861666679382324,3.3366665840148926,6.866666793823242,0.0,0.004999999888241291,0.07881352781910658,47.28811669146395,2.27909878507594,0.73
B,Anew_B_classical_frontier_greedy,classical_frontier_greedy,formal,False,,,,16,20261339,20261339,151ede01da86f7f0,172.68594014006547,200,0.95,1,0.004975124378109453,coverage_reached,0.0,39.0,27.0,0.0,36.0,8.0,0.0,2.319999933242798,0,0.00475,1533.0,319.0,48.79690555197512,151.2704072111228,157.56594014006578,0,,,193.44000244140625,0.03995490981963933,10.154085369262935,6.29553292894302,0,200,0,0,0.0,0.0,0.135,-4.000000000000003,20.0,0.0,0.0,408.385009765625,5.385000228881836,0.07333333333333335,-0.8800000000000004,14.66666666666667,0.0,0.0,0.0,3.380000114440918,2.624166965484619,2.319999933242798,5.385000228881836,2.319999933242798,5.385000228881836,0.0,0.0,0.25413861312913855,50.82772262582771,2.030817073852584,0.195
B,Anew_B_classical_frontier_greedy,classical_frontier_greedy,formal,False,,,,17,20261340,20261340,49d56252af1f590e,-21.625644086533498,600,0.5225,0,0.8569051580698835,max_episode_steps,1.0,522.0,504.0,515.0,271.0,1.0,258.0,3.0183334350585938,0,0.0008708333333333333,760.0,149.0,24.19155134996809,74.99380918490112,77.93435591346694,0,,,41.81047439575195,0.03773107115725499,4.74281730413848,2.940546728565859,0,600,0,0,-61.79999999999945,0.8583333333333333,0.84,-11.999999999999833,0.0,-10.0,1.0,123.78500366210938,4.2183332443237305,0.4377777777777777,-15.76000000000004,262.66666666666663,0.0,0.0,0.0,2.140000104904175,1.4046944379806519,3.0183334350585938,4.2183332443237305,3.0183334350585938,4.2183332443237305,0.0,0.0,0.041900191351326325,25.140114810795797,0.9485634608276966,0.87
B,Anew_B_classical_frontier_greedy,classical_frontier_greedy,formal,False,,,,18,20261341,20261341,2ad6b909c180de39,155.2168344534253,177,0.951,1,0.028089887640449437,coverage_reached,0.0,26.0,0.0,5.0,39.0,3.0,4.0,2.3163840770721436,0,0.005372881355932203,1358.0,322.0,43.226482543758735,134.0020958856522,140.35683445342536,0,,,190.13682556152344,0.04527559055118113,10.249578335118063,6.354738567773202,0,177,0,0,-0.6,0.02824858757062147,0.0,-3.5400000000000027,20.0,0.0,0.0,408.6327819824219,5.435028076171875,0.09416195856873828,-1.0000000000000004,16.666666666666675,0.0,0.0,0.0,3.4632768630981445,2.5427494049072266,2.3163840770721436,5.435028076171875,2.3163840770721436,5.435028076171875,0.0,0.0,0.2557988599479231,45.276398210782396,2.0499156670236123,0.14689265536723164
B,Anew_B_classical_frontier_greedy,classical_frontier_greedy,formal,False,,,,19,20261342,20261342,76cf045dbf3d43fa,-37.05995974204278,600,0.5193,0,0.8386023294509152,max_episode_steps,1.0,525.0,508.0,504.0,522.0,0.0,504.0,1.9666666984558105,0,0.0008655,740.0,152.0,23.554931577600506,73.02028789056156,76.02004025795758,0,,,327.02056884765625,0.039460020768432,4.838310269993617,2.999752367396044,0,600,0,0,-60.47999999999948,0.84,0.8466666666666667,-11.999999999999833,0.0,-10.0,1.0,633.0250244140625,3.325000047683716,0.85,-30.59999999999973,510.0,0.0,0.0,0.0,2.259999990463257,1.7733333110809326,1.9666666984558105,3.325000047683716,1.9666666984558105,3.325000047683716,0.0,0.0,0.04087098938599872,24.522593631599232,0.967662053998724,0.875
B,Anew_B_classical_frontier_greedy,classical_frontier_greedy,formal,False,,,,20,20261343,20261343,4a05161acd99383d,22.33223014674606,600,0.8191,0,0.718801996672213,max_episode_steps,1.0,459.0,426.0,432.0,463.0,7.0,431.0,1.0766667127609253,0,0.0013651666666666667,1187.0,288.0,37.78338349001594,117.1284888190495,122.81223014674717,0,,,507.54803466796875,0.04627992929455248,9.167324722093174,5.68374132769777,0,600,0,0,-51.83999999999966,0.72,0.71,-11.999999999999833,0.0,-10.0,1.0,521.9266967773438,4.864999771118164,0.74,-26.639999999999816,444.0,0.0,0.0,0.0,4.7866668701171875,4.667778015136719,1.0766667127609253,4.864999771118164,1.0766667127609253,4.864999771118164,0.0,0.0,0.06602808072405762,39.61684843443457,1.8334649444186344,0.765
B,Anew_B_classical_frontier_greedy,classical_frontier_greedy,formal,False,,,,21,20261344,20261344,0d6619a76783a75c,-79.71214963083233,600,0.3016,0,0.9633943427620633,max_episode_steps,1.0,582.0,571.0,579.0,293.0,0.0,290.0,1.971666693687439,0,0.0005026666666666667,287.0,46.0,9.135493733474794,28.320030573771863,29.227850369168035,0,,,137.55999755859375,0.03106009453072248,1.464225476445437,0.9078197953961711,0,600,0,0,-69.4799999999996,0.965,0.9516666666666667,-11.999999999999833,0.0,-10.0,1.0,267.9750061035156,6.929999828338623,0.485,-17.46000000000001,291.0,0.0,0.0,0.0,5.958333492279053,3.5454165935516357,1.971666693687439,6.929999828338623,1.971666693687439,6.929999828338623,0.0,0.0,0.015713898047939805,9.428338828763883,0.2928450952890875,0.97
B,Anew_B_classical_frontier_greedy,classical_frontier_greedy,formal,False,,,,22,20261345,20261345,c630421a0f75e41f,47.913161743537884,600,0.9287,0,0.7054908485856906,max_episode_steps,1.0,444.0,415.0,424.0,449.0,5.0,418.0,1.3083332777023315,0,0.0015478333333333334,1424.0,308.0,45.327327792571786,140.51471615697258,146.5931617435382,0,,,173.23388671875,0.04146472805600434,9.803944494460758,6.078445586565672,0,600,0,0,-50.87999999999968,0.7066666666666667,0.6916666666666667,-11.999999999999833,0.0,-10.0,1.0,215.10166931152344,2.5233333110809326,0.7166666666666667,-25.799999999999834,430.0,0.0,0.0,0.0,2.1500000953674316,2.0019445419311523,1.3083332777023315,2.5233333110809326,1.3083332777023315,2.5233333110809326,0.0,0.0,0.07881352781910658,47.28811669146395,1.9607888988921502,0.74
B,Anew_B_classical_frontier_greedy,classical_frontier_greedy,formal,False,,,,23,20261346,20261346,3ef1cc95af045ab5,-106.27957708773675,600,0.148,0,0.9833610648918469,max_episode_steps,1.0,594.0,585.0,591.0,298.0,0.0,296.0,2.996666669845581,0,0.0002466666666666667,43.0,10.0,1.3687325105902999,4.24307078282993,4.44042291226388,0,,,61.08722686767578,0.044444444444444446,0.3183098861837907,0.19735212943395025,0,600,0,0,-70.91999999999966,0.985,0.975,-11.999999999999833,0.0,-10.0,1.0,182.961669921875,6.014999866485596,0.4944444444444444,-17.800000000000004,296.66666666666663,0.0,0.0,0.0,2.0216667652130127,2.0088887214660645,2.996666669845581,6.014999866485596,2.996666669845581,6.014999866485596,0.0,0.0,0.0023873241463784303,1.4323944878270582,0.06366197723675815,0.99
B,Anew_B_classical_frontier_greedy,classical_frontier_greedy,formal,False,,,,24,20261347,20261347,fe974d36925ebf26,-17.062363715138694,600,0.622,0,0.8352745424292846,max_episode_steps,1.0,507.0,491.0,502.0,521.0,1.0,499.0,2.7316665649414062,0,0.0010366666666666666,931.0,188.0,29.634650403710907,91.86741625150383,95.57763628486205,0,,,224.26930236816406,0.03881891389634524,5.984225860255264,3.7102200333582642,0,600,0,0,-60.23999999999948,0.8366666666666667,0.8183333333333334,-11.999999999999833,0.0,-10.0,1.0,575.3350219726562,6.664999961853027,0.8444444444444444,-30.399999999999736,506.6666666666667,0.0,0.0,0.0,4.073333263397217,2.6177778244018555,2.7316665649414062,6.664999961853027,2.7316665649414062,6.664999961853027,0.0,0.0,0.05138582595960328,30.83149557576197,1.1968451720510531,0.845
B,Anew_B_classical_frontier_greedy,classical_frontier_greedy,formal,False,,,,25,20261348,20261348,d22ec0b42169ba12,17.33586854772836,600,0.7301,0,0.7870216306156406,max_episode_steps,1.0,492.0,463.0,473.0,250.0,2.0,237.0,3.013333320617676,0,0.0012168333333333332,1072.0,245.0,34.12281979890235,105.78074137659733,110.61586854772901,0,,,230.5612030029297,0.043710972346119564,7.798592211502873,4.835127171131784,0,600,0,0,-56.75999999999956,0.7883333333333333,0.7716666666666666,-11.999999999999833,0.0,-10.0,1.0,690.8900146484375,5.284999847412109,0.4033333333333333,-14.520000000000032,242.0,0.0,0.0,0.0,2.2866666316986084,1.810361385345459,3.013333320617676,5.284999847412109,3.013333320617676,5.284999847412109,0.0,0.0,0.059470897068671605,35.68253824120296,1.559718442300575,0.82
B,Anew_B_classical_frontier_greedy,classical_frontier_greedy,formal,False,,,,26,20261349,20261349,dc95cdf618d6d72f,-50.6997635727968,600,0.47,0,0.8585690515806988,max_episode_steps,1.0,528.0,503.0,516.0,520.0,1.0,511.0,1.0616666078567505,0,0.0007833333333333333,618.0,157.0,19.67155096615826,60.98180799509066,64.08023642720369,0,,,399.8564147949219,0.04835232522328304,4.997465213085514,3.0984284321130215,0,600,0,0,-61.91999999999945,0.86,0.8383333333333334,-11.999999999999833,0.0,-10.0,1.0,412.2583312988281,3.265000104904175,0.8572222222222221,-30.859999999999726,514.3333333333333,0.0,0.0,0.0,3.200000047683716,3.1061110496520996,1.0616666078567505,3.265000104904175,1.0616666078567505,3.265000104904175,0.0,0.0,0.034451740014625615,20.671044008775368,0.9994930426171036,0.88
B,Anew_B_classical_frontier_greedy,classical_frontier_greedy,formal,False,,,,27,20261350,20261350,23124f82d119ee6b,45.05656966636822,600,0.8957,0,0.6722129783693843,max_episode_steps,1.0,435.0,395.0,404.0,431.0,7.0,402.0,1.934999942779541,0,0.0014928333333333334,1353.0,348.0,43.06732760066688,133.50871556206738,140.37656966636882,0,,,182.17889404296875,0.048924504428511206,11.077184039195926,6.8678541043014745,0,600,0,0,-48.479999999999734,0.6733333333333333,0.6583333333333333,-11.999999999999833,0.0,-10.0,1.0,320.2149963378906,3.319999933242798,0.69,-24.839999999999854,414.0,0.0,0.0,0.0,2.2850000858306885,1.8641666173934937,1.934999942779541,3.319999933242798,1.934999942779541,3.319999933242798,0.0,0.0,0.07547127401417682,45.28276440850609,2.215436807839183,0.725
B,Anew_B_classical_frontier_greedy,classical_frontier_greedy,formal,False,,,,28,20261351,20261351,c2c28ed546605763,47.38664872897175,600,0.8794,0,0.6738768718801996,max_episode_steps,1.0,457.0,405.0,405.0,431.0,0.0,400.0,3.31166672706604,0,0.0014656666666666666,1388.0,286.0,44.181412202310135,136.96237782716145,142.60664872897232,0,,,202.19091796875,0.03957929698311656,9.103662744856418,5.644270901810981,0,600,0,0,-48.59999999999973,0.675,0.675,-11.999999999999833,0.0,-10.0,1.0,495.1600036621094,6.256666660308838,0.683888888888889,-24.61999999999986,410.33333333333337,0.0,0.0,0.0,3.9183332920074463,2.525611162185669,3.31166672706604,6.256666660308838,3.31166672706604,6.256666660308838,0.0,0.0,0.07667024125213569,46.00214475128141,1.820732548971282,0.7616666666666667
B,Anew_B_classical_frontier_greedy,classical_frontier_greedy,formal,False,,,,29,20261352,20261352,833febb6e531e355,167.71624968082088,221,0.9511,1,0.02702702702702703,coverage_reached,0.0,37.0,6.0,5.0,39.0,7.0,4.0,3.5610859394073486,0,0.004303619909502262,1483.0,379.0,47.205356121056184,146.3366039752741,153.81624968082068,0,,,150.71575927734375,0.0486271490890429,12.063944686365682,7.479645705546721,0,221,0,0,-0.6,0.02262443438914027,0.027149321266968326,-4.419999999999994,20.0,0.0,0.0,469.3574523925781,8.262443542480469,0.08144796380090498,-1.0800000000000003,18.0,0.0,0.0,0.0,4.597285270690918,2.5742833614349365,3.5610859394073486,8.262443542480469,3.5610859394073486,8.262443542480469,0.0,0.0,0.22451649347660343,49.61814505832936,2.4127889372731333,0.167420814479638
B,Anew_B_classical_frontier_greedy,classical_frontier_greedy,formal,False,,,,30,20261353,20261353,de6d71115bb795ec,178.39432381848047,199,0.9546,1,0.04,coverage_reached,0.0,26.0,0.0,8.0,40.0,7.0,3.0,3.3919599056243896,0,0.004796984924623116,1585.0,405.0,50.45211696013084,156.40156257640564,164.39432381848036,0,,,119.74079132080078,0.04861944777911165,12.891550390443529,7.992761242074991,0,199,0,0,-0.96,0.04020100502512563,0.0,-3.980000000000003,20.0,0.0,0.0,374.5728759765625,6.296482563018799,0.08877721943048579,-1.0600000000000005,17.66666666666667,0.0,0.0,0.0,3.708542823791504,1.9469012022018433,3.3919599056243896,6.296482563018799,3.3919599056243896,6.296482563018799,0.0,0.0,0.2664845579810027,53.030427038219536,2.5783100780887063,0.1306532663316583
